N-gram,Count
around him,1
make sure,1
sure he,1
he hadn,1
hadn t,1
t been,1
been overheard,1
overheard by,1
by any,1
any conscientious,1
conscientious citizen,1
citizen of,1
city satisfied,1
satisfied that,1
the image,1
image of,1
the pure,1
pure american,1
american had,1
been destroyed,1
destroyed genero,1
genero began,1
began walking,1
walking up,1
street his,1
his shoes,1
shoes sloshing,1
sloshing water,1
water every,1
every inch,1
inch of,1
way rain,1
rain rain,1
rain go,1
go away,1
thought oddly,1
oddly the,1
rain persisted,1
persisted well,1
well rain,1
rain isn,1
than snow,1
snow anyway,1
anyway the,1
the thought,1
thought made,1
him shudder,1
shudder a,1
little partially,1
very thought,1
snow was,1
a chilling,1
chilling one,1
and partially,1
could never,1
never think,1
snow or,1
or winter,1
winter without,1
without forming,1
forming an,1
an immediate,1
immediate association,1
association with,1
basement so,1
so long,1
long ago,1
ago now,1
now cut,1
cut that,1
that out,1
s bad,1
bad enough,1
enough it,1
s raining,1
to start,1
start thinking,1
of creepy,1
creepy cadavers,1
cadavers the,1
face had,1
been blue,1
blue really,1
really blue,1
been leaning,1
forward on,1
the cot,1
cot and,1
had taken,1
taken genero,1
genero several,1
several moments,1
moments to,1
to realize,1
realize that,1
a rope,1
rope was,1
was around,1
around the,1
s neck,1
dead listen,1
listen let,1
not even,1
even think,1
it makes,1
itchy well,1
well listen,1
listen you,1
cop he,1
he reminded,1
reminded himself,1
himself what,1
think cops,1
cops do,1
do turn,1
turn off,1
off fire,1
fire hydrants,1
hydrants all,1
time break,1
up stickball,1
stickball games,1
games i,1
mean now,1
it every,1
then a,1
has got,1
a stiff,1
stiff listen,1
listen this,1
this makes,1
itchy i,1
get paid,1
paid for,1
for man,1
mean let,1
has every,1
then got,1
come up,1
little violence,1
violence and,1
and besides,1
besides that,1
kid was,1
time ago,1
ago all,1
all water,1
water under,1
water jesus,1
jesus ain,1
it never,1
never going,1
to stop,1
stop raining,1
raining i,1
m getting,1
getting out,1
this rain,1
going over,1
to max,1
s tailor,1
and maybe,1
maybe i,1
can get,1
get him,1
take out,1
out some,1
that sweet,1
sweet passover,1
passover wine,1
wine and,1
ll drink,1
drink a,1
a toast,1
toast to,1
to bermuda,1
bermuda man,1
in bermuda,1
bermuda he,1
walked down,1
street and,1
and opened,1
door to,1
the tailor,1
shop a,1
a bell,1
bell tinkled,1
tinkled the,1
shop smelled,1
smelled of,1
of steam,1
steam and,1
and clean,1
clean garments,1
garments genero,1
felt better,1
better the,1
he stepped,1
stepped inside,1
inside hello,1
hello max,1
said max,1
a fringe,1
fringe of,1
of white,1
white hair,1
hair that,1
that clung,1
clung to,1
his balding,1
balding pate,1
pate like,1
a halo,1
halo he,1
his sewing,1
machine and,1
no who,1
answered grinning,1
grinning a,1
a bit,1
bit sheepishly,1
sheepishly would,1
you kick,1
kick me,1
me out,1
your shop,1
shop on,1
a miserable,1
miserable day,1
this on,1
on any,1
any day,1
day miserable,1
miserable or,1
or otherwise,1
otherwise i,1
t kick,1
kick you,1
you out,1
out mine,1
mine shop,1
shop max,1
so don,1
make wisecracks,1
wisecracks but,1
i warn,1
warn you,1
already even,1
even before,1
before you,1
you begin,1
begin i,1
no so,1
so who,1
moved closer,1
the radiator,1
radiator and,1
and pulled,1
pulled off,1
his gloves,1
gloves what,1
what are,1
you doing,1
doing max,1
max what,1
does it,1
it look,1
m doing,1
doing i,1
m making,1
making a,1
a plan,1
plan for,1
the white,1
white house,1
house i,1
to blow,1
blow it,1
it up,1
up what,1
i be,1
be doing,1
doing on,1
a sewing,1
machine i,1
that thing,1
thing you,1
re working,1
a salvation,1
army uniform,1
uniform max,1
yeah how,1
still a,1
a fewtailors,1
fewtailors left,1
know max,1
t by,1
by all,1
of us,1
a matter,1
matter of,1
of cleaning,1
pressing cleaning,1
pressing is,1
for machines,1
machines tailoring,1
tailoring is,1
for men,1
men max,1
mandel is,1
tailor not,1
a pressing,1
pressing and,1
damn good,1
good tailor,1
tailor genero,1
he watched,1
watched for,1
for max,1
s reaction,1
reaction i,1
i still,1
still ain,1
no wine,1
why ain,1
street stopping,1
stopping crime,1
crime already,1
already on,1
this nobody,1
nobody s,1
s interested,1
interested in,1
in crime,1
crime genero,1
only crime,1
crime going,1
on today,1
is genero,1
genero watched,1
watched max,1
face saw,1
the quick,1
quick gleam,1
gleam of,1
of appreciation,1
appreciation in,1
and grinned,1
grinned he,1
was getting,1
getting closer,1
to that,1
that wine,1
wine all,1
time max,1
was beginning,1
beginning to,1
to enjoy,1
enjoy his,1
jokes and,1
good sign,1
sign now,1
now all,1
all he,1
do was,1
work up,1
little sympathy,1
sympathy a,1
rain like,1
like today,1
today s,1
s genero,1
it seeps,1
seeps right,1
bones right,1
his so,1
just saying,1
saying right,1
marrow and,1
the worst,1
worst part,1
part is,1
man can,1
even stop,1
stop off,1
off in,1
bar or,1
something to,1
a shot,1
shot to,1
to warm,1
warm him,1
up i,1
t allowed,1
allowed you,1
you so,1
just genero,1
genero paused,1
paused you,1
re sure,1
sure doing,1
a fine,1
fine job,1
that uniform,1
uniform the,1
shop went,1
silent outside,1
rain spattered,1
spattered against,1
sidewalk in,1
in continuous,1
continuous drumming,1
drumming monotony,1
monotony right,1
marrow genero,1
right already,1
already right,1
the chills,1
a all,1
it chills,1
head the,1
wine is,1
back near,1
machine max,1
said without,1
without looking,1
looking up,1
up don,1
t drink,1
drink too,1
much you,1
get drunk,1
drunk already,1
already and,1
be arrested,1
arrested for,1
for corrupting,1
corrupting an,1
an you,1
mean you,1
have wine,1
asked innocently,1
innocently listen,1
listen to,1
to eyes,1
eyes he,1
s asking,1
asking if,1
got wine,1
wine go,1
go in,1
back drink,1
drink choke,1
choke but,1
leave some,1
some in,1
the that,1
s awfully,1
awfully nice,1
you max,1
said beaming,1
beaming i,1
had no,1
no idea,1
idea go,1
go before,1
i change,1
change my,1
my genero,1
genero went,1
back room,1
found the,1
bottle of,1
wine on,1
table near,1
machine he,1
he uncapped,1
uncapped it,1
it rinsed,1
rinsed a,1
a glass,1
glass at,1
the sink,1
sink near,1
small window,1
poured it,1
it full,1
full to,1
the brim,1
brim he,1
he tilted,1
tilted the,1
glass to,1
mouth drank,1
drank until,1
until it,1
was empty,1
empty and,1
then licked,1
licked his,1
his lips,1
lips you,1
want some,1
this max,1
the salvation,1
army doesn,1
should drink,1
drink when,1
m sewing,1
sewing their,1
their it,1
good max,1
said teasingly,1
teasingly so,1
so have,1
have another,1
another glass,1
glass and,1
stop bothering,1
bothering me,1
me you,1
re making,1
making my,1
my stitches,1
stitches go,1
go genero,1
genero drank,1
drank another,1
another glassful,1
glassful recapped,1
recapped the,1
bottle and,1
and came,1
came out,1
out into,1
shop again,1
again rubbing,1
rubbing his,1
hands briskly,1
briskly now,1
now i,1
for anything,1
anything he,1
said grinning,1
grinning what,1
there to,1
be ready,1
for on,1
this you,1
already said,1
for that,1
that too,1
too genero,1
answered come,1
on max,1
max close,1
close up,1
ll go,1
go find,1
find two,1
two delicious,1
delicious broads,1
broads what,1
say stop,1
giving an,1
an old,1
man ideas,1
ideas my,1
my wife,1
wife should,1
should only,1
only find,1
find me,1
a delicious,1
delicious broad,1
broad a,1
a knife,1
knife she,1
ll stick,1
stick in,1
my back,1
back get,1
out get,1
out go,1
go walk,1
walk your,1
your beat,1
beat go,1
go arrest,1
arrest the,1
other drunkards,1
drunkards and,1
and vagrants,1
vagrants leave,1
me in,1
in peace,1
peace i,1
m running,1
running here,1
here a,1
bar and,1
and grill,1
grill instead,1
shop every,1
every drunkard,1
drunkard copon,1
copon the,1
the beat,1
beat he,1
he stops,1
stops in,1
for wine,1
wine the,1
the government,1
government should,1
should allow,1
allow me,1
me to,1
to deduct,1
deduct the,1
wine as,1
as part,1
my overhead,1
overhead one,1
day in,1
wine bottle,1
bottle i,1
put poison,1
poison instead,1
wine then,1
then maybe,1
maybe thefercockteh,1
thefercockteh cops,1
cops of,1
the will,1
will leave,1
me alone,1
alone already,1
already go,1
go get,1
lost ahhh,1
ahhh you,1
know you,1
love us,1
us i,1
like better,1
like water,1
water genero,1
genero pulled,1
pulled on,1
his well,1
well back,1
bridge he,1
what bridge,1
bridge the,1
the ship,1
ship that,1
a joke,1
joke max,1
max the,1
rain get,1
it water,1
water a,1
a ship,1
ship get,1
it already,1
already the,1
television world,1
world lost,1
lost a,1
great comic,1
comic when,1
you decided,1
decided to,1
cop max,1
head back,1
he shook,1
head again,1
again do,1
do me,1
a favor,1
favor will,1
you what,1
asked opening,1
door from,1
this ship,1
ship yeah,1
yeah jump,1
jump genero,1
genero grinned,1
grinned and,1
and closed,1
still pouring,1
pouring outside,1
outside but,1
felt a,1
lot better,1
better now,1
the sweet,1
sweet wine,1
wine fumed,1
fumed in,1
his stomach,1
stomach and,1
a warm,1
warm lassitude,1
lassitude seeping,1
seeping through,1
through his,1
his limbs,1
limbs he,1
he sloshed,1
sloshed through,1
puddles in,1
an almost,1
almost carefree,1
carefree manner,1
manner squinting,1
squinting through,1
the driving,1
driving rain,1
rain whistling,1
whistling tunelessly,1
tunelessly the,1
the or,1
woman it,1
tell was,1
standing at,1
stop the,1
woman or,1
man it,1
see clearly,1
clearly in,1
rain was,1
was dressed,1
dressed entirely,1
entirely in,1
black black,1
raincoat black,1
slacks black,1
black shoes,1
shoes black,1
umbrella which,1
which effectively,1
effectively hid,1
hid the,1
and hair,1
hair the,1
spreading a,1
huge canopy,1
water the,1
doors snapped,1
snapped open,1
person man,1
woman boarded,1
boarded the,1
doors closed,1
closed again,1
again hiding,1
hiding the,1
the figure,1
figure from,1
from view,1
view the,1
pulled away,1
spreading another,1
another canopy,1
water that,1
that soaked,1
soaked genero,1
genero s,1
s trouser,1
trouser legs,1
legs you,1
you stupid,1
stupid he,1
he shouted,1
shouted and,1
began brushing,1
brushing water,1
water from,1
his trousers,1
trousers and,1
bag resting,1
resting on,1
sidewalk alongside,1
sign hey,1
hey hey,1
hey he,1
bus you,1
you forgot,1
forgot your,1
your bag,1
bag his,1
his words,1
words were,1
were drowned,1
drowned in,1
the gunning,1
gunning roar,1
roar of,1
bus s,1
s engine,1
engine and,1
the steady,1
steady drumming,1
drumming of,1
rain damnit,1
damnit he,1
he muttered,1
muttered and,1
the sign,1
sign and,1
and picked,1
bag obviously,1
obviously issued,1
issued by,1
airline in,1
white circle,1
circle on,1
the side,1
bag stenciled,1
stenciled there,1
in red,1
red letters,1
letters were,1
the words,1
words circle,1
circle airlines,1
airlines beneath,1
beneath that,1
that in,1
in white,1
white script,1
script lettering,1
lettering was,1
the slogan,1
slogan we,1
the globe,1
globe genero,1
genero studied,1
not very,1
very heavy,1
heavy a,1
small leather,1
leather fob,1
fob was,1
was attached,1
the carrying,1
carrying straps,1
straps and,1
and an,1
an identification,1
tag showed,1
showed behind,1
behind a,1
a celluloid,1
celluloid panel,1
panel but,1
but whoever,1
whoever owned,1
had neglected,1
neglected to,1
to fill,1
fill in,1
the name,1
and address,1
address spaces,1
the identification,1
tag was,1
was blank,1
blank sourly,1
sourly genero,1
genero unzipped,1
unzipped the,1
reached into,1
he drew,1
drew back,1
in terror,1
terror and,1
and revulsion,1
revulsion an,1
an instant,1
instant thought,1
thought rushed,1
rushed across,1
across his,1
his god,1
god not,1
not again,1
he gripped,1
gripped the,1
sign for,1
for support,1
support because,1
suddenly dizzy,1
dizzy in,1
detective squadroom,1
squadroom of,1
the precinct,1
precinct the,1
boys were,1
were swapping,1
swapping reminiscences,1
reminiscences about,1
about their,1
their patrolman,1
patrolman days,1
may quarrel,1
quarrel with,1
the use,1
use of,1
to describe,1
describe a,1
a group,1
group of,1
of men,1
who ranged,1
ranged in,1
in age,1
age from,1
from to,1
to who,1
who shaved,1
shaved daily,1
daily who,1
who went,1
to bed,1
bed with,1
with various,1
various and,1
and assorted,1
assorted mature,1
mature and,1
and immature,1
immature women,1
women who,1
who swore,1
swore like,1
like pirates,1
pirates and,1
and who,1
the dirtiest,1
dirtiest humans,1
humans since,1
since neanderthal,1
neanderthal the,1
boys perhaps,1
perhaps connotes,1
connotes a,1
a simplicity,1
simplicity an,1
an innocence,1
innocence that,1
that would,1
be entirely,1
entirely accurate,1
accurate there,1
was however,1
however a,1
a spirit,1
spirit of,1
of boyish,1
boyish innocence,1
innocence in,1
squadroom on,1
that dreary,1
dreary rainy,1
rainy march,1
march day,1
day it,1
to believe,1
that these,1
these men,1
stood in,1
a fraternal,1
fraternal knot,1
knot around,1
around andy,1
desk grinning,1
grinning listening,1
listening in,1
in attentiveness,1
attentiveness were,1
were men,1
dealt daily,1
daily with,1
with crime,1
crime and,1
and criminals,1
criminals the,1
squadroom in,1
in effect,1
effect could,1
a locker,1
locker room,1
room the,1
the chatter,1
chatter could,1
been that,1
that of,1
a football,1
football team,1
team on,1
the season,1
season s,1
s last,1
last game,1
game the,1
the men,1
men stood,1
stood drinking,1
coffee from,1
from cardboard,1
cardboard containers,1
containers completely,1
completely at,1
at ease,1
ease in,1
the grubby,1
grubby shopworn,1
shopworn comfort,1
comfort of,1
squadroom andy,1
parker like,1
a belligerent,1
belligerent fullback,1
fullback remembering,1
remembering a,1
a difficult,1
difficult time,1
the game,1
game against,1
against central,1
central high,1
high kept,1
kept his,1
his team,1
team huddled,1
huddled about,1
him leaned,1
chair and,1
and shook,1
head dolefully,1
dolefully i,1
a pipperoo,1
pipperoo one,1
one time,1
time believe,1
believe me,1
me he,1
stopped her,1
her coming,1
coming off,1
river highway,1
highway right,1
right near,1
near pier,1
pier seventeen,1
seventeen do,1
the spot,1
spot the,1
boys nodded,1
nodded well,1
well she,1
she crashed,1
crashed the,1
the light,1
light at,1
the ramp,1
ramp and,1
a under,1
the highway,1
highway i,1
i blew,1
blew the,1
the whistle,1
whistle and,1
she jammed,1
jammed on,1
the brakes,1
brakes and,1
i strolled,1
strolled over,1
said lady,1
lady you,1
be the,1
the mayor,1
daughter to,1
be driving,1
driving like,1
like was,1
was she,1
she steve,1
asked sitting,1
the desk,1
desk a,1
a lean,1
lean muscular,1
muscular man,1
with eyes,1
eyes that,1
that slanted,1
slanted peculiarly,1
peculiarly downward,1
downward to,1
to present,1
present an,1
an oriental,1
oriental appearance,1
appearance he,1
he held,1
held his,1
coffee container,1
container in,1
in big,1
big hands,1
hands and,1
studied parker,1
parker intently,1
intently he,1
particularly care,1
care for,1
or his,1
his methods,1
methods of,1
of police,1
police investigation,1
investigation but,1
admit he,1
told a,1
a story,1
story with,1
with gusto,1
gusto no,1
no mayor,1
daughter my,1
my eye,1
eye what,1
what she,1
me tell,1
tell the,1
the story,1
story will,1
you parker,1
parker scratched,1
scratched his,1
his heavy,1
heavy beard,1
beard he,1
had shaved,1
shaved that,1
morning but,1
but five,1
five o,1
clock shadow,1
shadow came,1
came at,1
an earlier,1
earlier hour,1
hour for,1
him so,1
he always,1
always looked,1
looked somewhat,1
somewhat unkempt,1
unkempt a,1
big shaggy,1
shaggy man,1
with dark,1
dark hair,1
hair dark,1
dark eyes,1
eyes dark,1
dark beard,1
beard in,1
fact were,1
were it,1
not for,1
the shield,1
shield parker,1
parker carried,1
carried pinned,1
pinned to,1
his wallet,1
wallet he,1
could easily,1
easily have,1
have passed,1
passed for,1
for many,1
many of,1
the thieves,1
thieves who,1
who found,1
so much,1
much the,1
the hollywood,1
hollywood stereotype,1
stereotype of,1
the gangster,1
gangster that,1
d often,1
often been,1
been stopped,1
by overzealous,1
overzealous patrolmen,1
patrolmen seeking,1
seeking suspicious,1
suspicious characters,1
characters on,1
on those,1
those occasions,1
occasions he,1
he immediately,1
immediately identified,1
identified himself,1
a detective,1
then proceeded,1
proceeded to,1
the ambitious,1
ambitious rookie,1
rookie which,1
which pastime,1
pastime though,1
though he,1
he never,1
never admitted,1
admitted it,1
to himself,1
himself gave,1
great deal,1
deal of,1
of pleasure,1
pleasure in,1
truth it,1
was possible,1
possible that,1
that andy,1
parker purposely,1
purposely roamed,1
roamed around,1
around in,1
other precincts,1
precincts hoping,1
hoping to,1
be stopped,1
an unsuspecting,1
unsuspecting patrolman,1
patrolman upon,1
upon whom,1
whom he,1
could then,1
then pull,1
pull his,1
his rank,1
rank she,1
sitting in,1
costume on,1
on parker,1
costume and,1
these long,1
long black,1
black net,1
net stockings,1
stockings what,1
the costume,1
costume was,1
was these,1
little black,1
black panties,1
panties covered,1
with sequins,1
sequins and,1
this tiny,1
bra that,1
that tried,1
to cover,1
cover the,1
biggest set,1
of bubs,1
bubs i,1
ever seenon,1
seenon any,1
any woman,1
woman in,1
my entire,1
entire life,1
life i,1
i swear,1
swear to,1
to god,1
god i,1
did a,1
double take,1
take and,1
i leaned,1
leaned into,1
just passed,1
passed a,1
a stop,1
stop light,1
light lady,1
lady and,1
you made,1
a over,1
double white,1
white line,1
line and,1
for all,1
good case,1
case against,1
against you,1
for indecent,1
exposure now,1
did she,1
she say,1
say cotton,1
cotton hawes,1
asked he,1
he alone,1
alone of,1
detectives surrounding,1
surrounding parker,1
desk was,1
not drinking,1
coffee hawes,1
hawes was,1
a tea,1
tea drinker,1
drinker a,1
a habit,1
habit he,1
d picked,1
up as,1
boy his,1
a protestant,1
protestant minister,1
minister and,1
and having,1
having members,1
members of,1
the congregation,1
congregation in,1
for tea,1
tea had,1
a daily,1
daily routine,1
routine the,1
boy hawes,1
hawes for,1
for reasons,1
reasons best,1
best known,1
known to,1
been included,1
included in,1
the daily,1
daily congregational,1
congregational visits,1
visits the,1
the tea,1
tea hefty,1
hefty hot,1
hot and,1
and hearty,1
hearty had,1
not stunted,1
stunted his,1
his growth,1
growth at,1
man hawes,1
hawes stood,1
stood six,1
inches in,1
his stocking,1
stocking feet,1
feet a,1
a redheaded,1
redheaded giant,1
giant who,1
who weighed,1
weighed in,1
at pounds,1
pounds she,1
she looked,1
with these,1
these big,1
big blue,1
blue eyes,1
eyes set,1
set in,1
face made,1
made for,1
a doll,1
doll parker,1
she batted,1
batted her,1
her eyelashes,1
eyelashes at,1
hurry if,1
goddamn ticket,1
ticket give,1
me wow,1
wow hawes,1
i asked,1
asked her,1
her what,1
the hurry,1
hurry was,1
was and,1
on stage,1
stage in,1
in five,1
minutes what,1
of stage,1
stage one,1
the burly,1
burly houses,1
houses no,1
no she,1
a dancer,1
dancer in,1
a musical,1
musical comedy,1
comedy a,1
big hit,1
hit too,1
too and,1
about and,1
was breaking,1
breaking her,1
her neck,1
neck to,1
the curtain,1
curtain so,1
i pulled,1
pulled out,1
out my,1
my fountain,1
fountain pen,1
pen and,1
my pad,1
pad and,1
or would,1
prefer two,1
two tickets,1
tickets to,1
biggest hit,1
hit in,1
in town,1
town and,1
she started,1
started digging,1
digging into,1
her purse,1
purse those,1
those bubs,1
bubs about,1
to spill,1
spill out,1
that tiny,1
bra and,1
stop traffic,1
traffic away,1
away the,1
hell up,1
so how,1
how was,1
the show,1
show carella,1
why not,1
not because,1
because this,1
way i,1
a private,1
private show,1
show of,1
my own,1
own it,1
it took,1
took me,1
me twenty,1
twenty minutes,1
to write,1
write that,1
that ticket,1
all that,1
that time,1
time she,1
was squirming,1
squirming and,1
and wiggling,1
wiggling on,1
those gorgeous,1
gorgeous pineapples,1
pineapples ready,1
to pop,1
pop man,1
man what,1
what an,1
an experience,1
experience you,1
not only,1
only mean,1
mean carella,1
re also,1
also that,1
am parker,1
parker admitted,1
admitted proudly,1
proudly i,1
i caught,1
caught a,1
guy once,1
once on,1
on freeman,1
freeman lewis,1
lewis boulevard,1
boulevard carella,1
was doing,1
doing eighty,1
eighty miles,1
miles an,1
an hour,1
hour i,1
the siren,1
siren before,1
d stop,1
stop i,1
squad car,1
was walking,1
walking over,1
his car,1
car when,1
door popped,1
popped open,1
open and,1
he leaped,1
out and,1
started running,1
running toward,1
a hood,1
hood hawes,1
no but,1
i figured,1
figured i,1
d stumbled,1
stumbled on,1
was running,1
running from,1
law i,1
i expected,1
expected him,1
pull a,1
gun any,1
any whatdid,1
whatdid he,1
he do,1
he came,1
came up,1
me hopping,1
hopping up,1
and down,1
down first,1
first one,1
leg then,1
other he,1
was speeding,1
speeding but,1
d just,1
just had,1
had an,1
an acute,1
acute attack,1
attack of,1
of diarrhea,1
diarrhea and,1
a gas,1
gas station,1
station with,1
a men,1
men s,1
s room,1
room in,1
a parker,1
parker burst,1
burst out,1
out oh,1
oh brother,1
brother that,1
that takes,1
takes it,1
asked hell,1
hell no,1
just wrote,1
wrote the,1
the ticket,1
ticket in,1
hurry that,1
ll tell,1
you one,1
i let,1
let go,1
said this,1
patrolman with,1
guy was,1
was clipping,1
clipping along,1
along like,1
a madman,1
madman and,1
stopped him,1
just looked,1
ticket so,1
i looked,1
looked right,1
at him,1
said damn,1
damn right,1
he stared,1
time just,1
just nodding,1
head then,1
it then,1
you give,1
ll kill,1
kill what,1
hell did,1
he mean,1
mean mister,1
mister but,1
t say,1
say another,1
another word,1
word just,1
staring and,1
and nodding,1
head over,1
over and,1
and over,1
over again,1
again as,1
this ticket,1
ticket was,1
last straw,1
straw do,1
had the,1
feeling that,1
this had,1
had just,1
just been,1
been one,1
those days,1
days where,1
where everything,1
everything in,1
world had,1
had gone,1
gone wrong,1
wrong for,1
i knew,1
knew i,1
knew as,1
as sure,1
sure as,1
standing there,1
there that,1
that if,1
i slapped,1
slapped a,1
a summons,1
summons on,1
would actually,1
actually go,1
go home,1
home and,1
and turn,1
turn on,1
gas or,1
or jump,1
jump out,1
window or,1
or slit,1
slit his,1
his throat,1
throat i,1
knew it,1
could just,1
just sense,1
sense itabout,1
itabout the,1
go the,1
the good,1
good yeah,1
yeah yeah,1
yeah samaritan,1
samaritan hawes,1
seen that,1
that guy,1
eyes you,1
woman once,1
once kling,1
kling the,1
the youngest,1
youngest of,1
detectives started,1
and patrolman,1
patrolman dick,1
dick genero,1
genero burst,1
burst into,1
the squadron,1
squadron carrying,1
carrying the,1
bag one,1
one look,1
and anyone,1
t kidding,1
kidding he,1
he carried,1
right hand,1
hand far,1
far away,1
his body,1
body as,1
if afraid,1
afraid to,1
be contaminated,1
contaminated by,1
by it,1
he pushed,1
pushed his,1
his way,1
way through,1
the gate,1
gate in,1
the slatted,1
slatted railing,1
railing that,1
that separated,1
separated the,1
squadroom from,1
corridor outside,1
outside went,1
went directly,1
directly to,1
to parker,1
and plunked,1
plunked the,1
bag down,1
down in,1
it with,1
a finality,1
finality that,1
that indicated,1
indicated he,1
had done,1
done his,1
his duty,1
duty and,1
was now,1
now glad,1
glad tobe,1
tobe rid,1
rid of,1
it what,1
what have,1
got dick,1
dick hawes,1
asked genero,1
genero could,1
not speak,1
speak his,1
was white,1
white his,1
were wide,1
wide he,1
he swallowed,1
swallowed several,1
several times,1
times but,1
but no,1
no words,1
words came,1
he kept,1
kept shaking,1
and pointing,1
pointing at,1
bag hawes,1
hawes stared,1
in puzzlement,1
puzzlement and,1
then began,1
began to,1
to unzip,1
unzip it,1
it genero,1
genero turned,1
turned away,1
seemed ready,1
to vomit,1
vomit momentarily,1
momentarily hawes,1
hawes looked,1
looked into,1
jesus where,1
get this,1
this what,1
it kling,1
jesus hawes,1
a goddamn,1
goddamn thing,1
thing get,1
here jesus,1
squadroom i,1
the rugged,1
rugged planes,1
planes of,1
face were,1
were twisted,1
twisted in,1
in pain,1
pain he,1
again i,1
morgue he,1
again jesus,1
here take,1
it downstairs,1
downstairs get,1
of carella,1
carella picked,1
started out,1
to he,1
cop for,1
time now,1
instantly from,1
the expression,1
expression on,1
on hawes,1
hawes s,1
face that,1
bag must,1
must contain,1
contain a,1
a segment,1
segment of,1
body now,1
disgusting but,1
but let,1
get something,1
something straight,1
straight deathis,1
deathis pretty,1
disgusting and,1
no two,1
two ways,1
ways about,1
it if,1
who like,1
like motion,1
motion pictures,1
pictures where,1
where a,1
man fires,1
fires a,1
gun and,1
dust explodes,1
explodes on,1
s chest,1
chest just,1
dust no,1
no blood,1
then police,1
police work,1
work is,1
the line,1
line for,1
you similarly,1
similarly if,1
who believe,1
that corpses,1
corpses look,1
look just,1
just like,1
like they,1
re sleeping,1
sleeping it,1
is fortunate,1
fortunate you,1
cop if,1
is seldom,1
seldom pretty,1
pretty that,1
fact the,1
the ugliest,1
ugliest and,1
and most,1
most frightening,1
frightening event,1
event that,1
that can,1
can over,1
over take,1
being if,1
seen death,1
death at,1
at its,1
its ugliest,1
ugliest because,1
seen it,1
it as,1
the result,1
result of,1
of violent,1
violent upheaval,1
upheaval you,1
likely puked,1
puked more,1
than once,1
once at,1
the things,1
things you,1
seen you,1
likely trembled,1
trembled with,1
with fear,1
fear because,1
because death,1
death has,1
a terrifying,1
terrifying way,1
of reminding,1
reminding the,1
the strongest,1
strongest human,1
human that,1
that his,1
his flesh,1
flesh can,1
can bleed,1
bleed and,1
and his,1
his bones,1
bones can,1
can break,1
break if,1
you will,1
will never,1
never get,1
get used,1
a corpse,1
corpse or,1
a no,1
long you,1
you deal,1
with them,1
them no,1
how strong,1
strong you,1
how tough,1
tough you,1
you become,1
become there,1
reassuring about,1
who has,1
been worked,1
worked over,1
over with,1
hatchet the,1
the skull,1
skull a,1
a formidable,1
formidable piece,1
of bone,1
bone assuming,1
assuming the,1
the characteristics,1
characteristics of,1
a melon,1
melon the,1
the parallel,1
parallel wounds,1
the wounds,1
the bleeding,1
bleeding ugly,1
ugly wounds,1
wounds covering,1
covering the,1
face and,1
the neck,1
neck the,1
the windpipe,1
windpipe exposed,1
exposed and,1
and raw,1
raw throbbing,1
throbbing with,1
color so,1
so bright,1
bright but,1
but throbbing,1
throbbing only,1
only with,1
color because,1
because life,1
life is,1
is gone,1
gone life,1
life has,1
has fled,1
fled beneath,1
beneath the,1
the battering,1
battering rigidity,1
rigidity of,1
an impersonal,1
impersonal hatchet,1
hatchet blade,1
blade there,1
reassuring there,1
beautiful about,1
the decomposition,1
decomposition of,1
body man,1
woman child,1
child or,1
or adult,1
adult the,1
gas formation,1
formation the,1
the discoloration,1
discoloration of,1
of head,1
and trunk,1
trunk tissues,1
tissues the,1
the separation,1
separation of,1
of epidermis,1
epidermis the,1
the staining,1
staining of,1
of veins,1
veins the,1
the protrusion,1
protrusion of,1
of tongue,1
tongue decomposed,1
decomposed liquefied,1
liquefied fat,1
fat soaking,1
soaking through,1
skin resulting,1
resulting in,1
in large,1
large areas,1
areas there,1
beautiful there,1
tender about,1
about bullet,1
bullet wounds,1
the smeared,1
smeared and,1
and lacerated,1
lacerated flesh,1
flesh of,1
of contact,1
contact wounds,1
the subcutaneous,1
subcutaneous explosion,1
explosion of,1
of gases,1
gases the,1
the tissues,1
tissues seared,1
seared and,1
and blackened,1
blackened by,1
by flame,1
flame and,1
and smoke,1
smoke the,1
the embedded,1
embedded powder,1
powder grains,1
grains the,1
the gaping,1
gaping holes,1
holes in,1
flesh there,1
tender if,1
ugly and,1
and frightening,1
disgusting if,1
learn to,1
to deal,1
with what,1
disgusting or,1
or you,1
you quit,1
quit the,1
force the,1
the object,1
object in,1
the overnight,1
hand ugly,1
disgusting the,1
who received,1
received it,1
morgue was,1
an assistant,1
assistant medical,1
examiner named,1
named paul,1
paul blaney,1
a short,1
short man,1
a scraggly,1
scraggly black,1
black mustache,1
mustache and,1
and violet,1
violet eyes,1
eyes blaney,1
blaney didn,1
t particularly,1
particularly enjoy,1
enjoy handling,1
the remains,1
of dead,1
dead people,1
people and,1
he often,1
often wondered,1
why he,1
the junior,1
junior member,1
member on,1
s staff,1
staff was,1
was invariably,1
invariably given,1
given the,1
most particularly,1
particularly obnoxious,1
obnoxious stiffs,1
stiffs to,1
examine those,1
those who,1
in automobile,1
automobile accidents,1
accidents or,1
or fires,1
fires or,1
or whose,1
whose remains,1
remains had,1
been chewed,1
chewed to,1
ribbons by,1
by marauding,1
marauding rats,1
rats but,1
job to,1
do and,1
that job,1
job was,1
was given,1
given a,1
hand that,1
that has,1
severed at,1
