N-gram,Count 
bones can break,1
can break if,1
break if you,1
cop you will,1
you will never,1
will never get,1
never get used,1
get used to,1
used to the,1
to the sight,1
of a corpse,1
a corpse or,1
corpse or a,1
or a part,1
of a no,1
a no matter,1
matter how long,1
how long you,1
long you deal,1
you deal with,1
deal with them,1
with them no,1
them no matter,1
matter how strong,1
how strong you,1
strong you are,1
you are no,1
are no matter,1
matter how tough,1
how tough you,1
tough you become,1
you become there,1
become there is,1
nothing reassuring about,1
reassuring about the,1
about the sight,1
a man who,1
man who has,1
who has been,1
has been worked,1
been worked over,1
worked over with,1
over with a,1
with a hatchet,1
a hatchet the,1
hatchet the skull,1
the skull a,1
skull a formidable,1
a formidable piece,1
formidable piece of,1
piece of bone,1
of bone assuming,1
bone assuming the,1
assuming the characteristics,1
the characteristics of,1
characteristics of a,1
of a melon,1
a melon the,1
melon the parallel,1
the parallel wounds,1
parallel wounds the,1
wounds the wounds,1
the wounds the,1
wounds the bleeding,1
the bleeding ugly,1
bleeding ugly wounds,1
ugly wounds covering,1
wounds covering the,1
covering the head,1
head and the,1
and the face,1
the face and,1
face and the,1
and the neck,1
the neck the,1
neck the windpipe,1
the windpipe exposed,1
windpipe exposed and,1
exposed and raw,1
and raw throbbing,1
raw throbbing with,1
throbbing with color,1
with color so,1
color so bright,1
so bright but,1
bright but throbbing,1
but throbbing only,1
throbbing only with,1
only with color,1
with color because,1
color because life,1
because life is,1
life is gone,1
is gone life,1
gone life has,1
life has fled,1
has fled beneath,1
fled beneath the,1
beneath the battering,1
the battering rigidity,1
battering rigidity of,1
rigidity of an,1
of an impersonal,1
an impersonal hatchet,1
impersonal hatchet blade,1
hatchet blade there,1
blade there is,1
nothing reassuring there,1
reassuring there is,1
nothing beautiful about,1
beautiful about the,1
about the decomposition,1
the decomposition of,1
decomposition of a,1
of a body,1
a body man,1
body man or,1
or woman child,1
woman child or,1
child or adult,1
or adult the,1
adult the gas,1
the gas formation,1
gas formation the,1
formation the discoloration,1
the discoloration of,1
discoloration of head,1
of head and,1
head and trunk,1
and trunk tissues,1
trunk tissues the,1
tissues the separation,1
the separation of,1
separation of epidermis,1
of epidermis the,1
epidermis the staining,1
the staining of,1
staining of veins,1
of veins the,1
veins the protrusion,1
the protrusion of,1
protrusion of tongue,1
of tongue decomposed,1
tongue decomposed liquefied,1
decomposed liquefied fat,1
liquefied fat soaking,1
fat soaking through,1
soaking through the,1
through the skin,1
the skin resulting,1
skin resulting in,1
resulting in large,1
in large areas,1
large areas there,1
areas there is,1
nothing beautiful there,1
beautiful there is,1
nothing tender about,1
tender about bullet,1
about bullet wounds,1
bullet wounds the,1
wounds the smeared,1
the smeared and,1
smeared and lacerated,1
and lacerated flesh,1
lacerated flesh of,1
flesh of contact,1
of contact wounds,1
contact wounds the,1
wounds the subcutaneous,1
the subcutaneous explosion,1
subcutaneous explosion of,1
explosion of gases,1
of gases the,1
gases the tissues,1
the tissues seared,1
tissues seared and,1
seared and blackened,1
and blackened by,1
blackened by flame,1
by flame and,1
flame and smoke,1
and smoke the,1
smoke the embedded,1
the embedded powder,1
embedded powder grains,1
powder grains the,1
grains the gaping,1
the gaping holes,1
gaping holes in,1
holes in the,1
in the flesh,1
the flesh there,1
flesh there is,1
nothing tender if,1
tender if you,1
you learn that,1
learn that death,1
death is ugly,1
is ugly and,1
ugly and frightening,1
and frightening and,1
and disgusting if,1
disgusting if you,1
you learn to,1
learn to deal,1
to deal with,1
deal with what,1
with what is,1
what is ugly,1
is ugly frightening,1
and disgusting or,1
disgusting or you,1
or you quit,1
you quit the,1
quit the force,1
the force the,1
force the object,1
the object in,1
object in the,1
in the overnight,1
the overnight bag,1
overnight bag was,1
bag was a,1
was a human,1
human hand ugly,1
hand ugly frightening,1
and disgusting the,1
disgusting the man,1
the man who,1
man who received,1
who received it,1
received it at,1
at the morgue,1
the morgue was,1
morgue was an,1
was an assistant,1
an assistant medical,1
assistant medical examiner,1
medical examiner named,1
examiner named paul,1
named paul blaney,1
paul blaney a,1
blaney a short,1
a short man,1
short man with,1
with a scraggly,1
a scraggly black,1
scraggly black mustache,1
black mustache and,1
mustache and violet,1
and violet eyes,1
violet eyes blaney,1
eyes blaney didn,1
blaney didn t,1
didn t particularly,1
t particularly enjoy,1
particularly enjoy handling,1
enjoy handling the,1
handling the remains,1
the remains of,1
remains of dead,1
of dead people,1
dead people and,1
people and he,1
and he often,1
he often wondered,1
often wondered why,1
wondered why he,1
why he the,1
he the junior,1
the junior member,1
junior member on,1
member on the,1
on the medical,1
examiner s staff,1
s staff was,1
staff was invariably,1
was invariably given,1
invariably given the,1
given the most,1
the most particularly,1
most particularly obnoxious,1
particularly obnoxious stiffs,1
obnoxious stiffs to,1
stiffs to examine,1
to examine those,1
examine those who,1
those who had,1
who had been,1
been in automobile,1
in automobile accidents,1
automobile accidents or,1
accidents or fires,1
or fires or,1
fires or whose,1
or whose remains,1
whose remains had,1
remains had been,1
had been chewed,1
been chewed to,1
chewed to ribbons,1
to ribbons by,1
ribbons by marauding,1
by marauding rats,1
marauding rats but,1
rats but he,1
but he knew,1
he knew that,1
knew that he,1
that he had,1
he had a,1
had a job,1
a job to,1
job to do,1
to do and,1
do and that,1
and that job,1
that job was,1
job was given,1
was given a,1
given a human,1
human hand that,1
hand that has,1
that has been,1
has been severed,1
been severed at,1
severed at the,1
the wrist from,1
wrist from the,1
from the remainder,1
the remainder of,1
remainder of the,1
the body how,1
body how can,1
how can i,1
can i determine,1
i determine the,1
the race sex,1
race sex age,1
sex age probable,1
age probable height,1
height and probable,1
and probable weight,1
probable weight of,1
to whom it,1
whom it belonged,1
it belonged that,1
belonged that was,1
that was the,1
was the job,1
the job with,1
job with a,1
with a maximum,1
a maximum of,1
maximum of dispatch,1
of dispatch and,1
dispatch and a,1
and a minimum,1
a minimum of,1
minimum of emotional,1
of emotional involvement,1
emotional involvement blaney,1
involvement blaney set,1
blaney set to,1
set to work,1
to work fortunately,1
work fortunately the,1
fortunately the hand,1
hand was still,1
was still covered,1
still covered with,1
covered with skin,1
with skin a,1
skin a lot,1
a lot of,1
lot of bodies,1
of bodies he,1
bodies he received,1
he received simply,1
received simply weren,1
simply weren t,1
weren t and,1
t and so,1
and so it,1
so it was,1
it was quite,1
was quite simple,1
quite simple to,1
simple to determine,1
the race of,1
race of the,1
to whom the,1
whom the hand,1
hand had belonged,1
had belonged blaney,1
belonged blaney determined,1
blaney determined that,1
determined that race,1
that race rather,1
race rather quickly,1
rather quickly and,1
quickly and then,1
and then jotted,1
then jotted the,1
jotted the information,1
information on a,1
on a slip,1
a slip of,1
slip of paper,1
of paper race,1
paper race white,1
white sex was,1
sex was another,1
was another thing,1
another thing again,1
thing again it,1
it was simple,1
was simple to,1
simple to identify,1
to identify the,1
identify the sex,1
sex of an,1
of an individual,1
an individual if,1
individual if the,1
if the examiner,1
the examiner was,1
examiner was presented,1
was presented with,1
presented with remains,1
with remains of,1
remains of the,1
of the breasts,1
the breasts or,1
breasts or sexual,1
or sexual organs,1
sexual organs but,1
organs but all,1
but all blaney,1
all blaney had,1
blaney had was,1
had was a,1
was a hand,1
a hand period,1
hand period just,1
period just a,1
just a hand,1
a hand in,1
hand in general,1
in general blaney,1
general blaney knew,1
blaney knew the,1
knew the female,1
the female of,1
female of the,1
of the species,1
the species usually,1
species usually had,1
usually had less,1
had less body,1
less body hair,1
body hair than,1
hair than the,1
than the male,1
the male more,1
male more delicate,1
more delicate extremities,1
delicate extremities more,1
extremities more subcutaneous,1
more subcutaneous fat,1
subcutaneous fat and,1
fat and less,1
and less musculature,1
less musculature her,1
musculature her bones,1
her bones too,1
bones too were,1
too were smaller,1
were smaller and,1
smaller and lighter,1
and lighter with,1
lighter with thinner,1
with thinner shafts,1
thinner shafts and,1
shafts and wider,1
and wider medullary,1
wider medullary spaces,1
medullary spaces the,1
spaces the hand,1
the hand on,1
hand on the,1
on the autopsy,1
the autopsy table,1
autopsy table was,1
table was a,1
was a huge,1
a huge one,1
huge one it,1
one it measured,1
it measured centimeters,1
measured centimeters from,1
from the tip,1
the tip of,1
tip of the,1
of the middle,1
the middle finger,1
middle finger to,1
finger to the,1
to the base,1
the base of,1
base of the,1
of the severed,1
the severed wrist,1
severed wrist and,1
wrist and that,1
and that came,1
that came to,1
came to something,1
to something more,1
something more than,1
more than nine,1
than nine and,1
nine and a,1
half inches when,1
inches when translated,1
when translated into,1
translated into laymen,1
into laymen s,1
laymen s english,1
s english blaney,1
english blaney could,1
blaney could not,1
could not conceive,1
not conceive of,1
conceive of such,1
of such a,1
such a hand,1
a hand having,1
hand having belonged,1
having belonged to,1
to a woman,1
a woman unless,1
woman unless she,1
unless she were,1
she were a,1
were a masseuse,1
a masseuse or,1
masseuse or a,1
or a female,1
a female wrestler,1
female wrestler and,1
wrestler and even,1
and even granting,1
even granting such,1
granting such exotic,1
such exotic occupations,1
exotic occupations the,1
occupations the likelihood,1
the likelihood was,1
likelihood was remote,1
was remote he,1
remote he had,1
he had nonetheless,1
had nonetheless made,1
nonetheless made errors,1
made errors in,1
errors in determining,1
in determining the,1
determining the sex,1
sex of a,1
of a victim,1
a victim from,1
victim from parts,1
from parts in,1
parts in the,1
the past and,1
past and he,1
and he did,1
did not wish,1
not wish to,1
wish to make,1
to make such,1
make such an,1
such an error,1
an error now,1
error now the,1
now the hand,1
hand was covered,1
covered with thick,1
with thick black,1
thick black curling,1
black curling hair,1
curling hair another,1
hair another fact,1
another fact that,1
fact that seemed,1
that seemed to,1
seemed to point,1
to point toward,1
point toward a,1
toward a male,1
a male identification,1
male identification but,1
identification but blaney,1
but blaney carried,1
blaney carried the,1
carried the examination,1
the examination to,1
examination to its,1
to its conclusion,1
its conclusion measuring,1
conclusion measuring the,1
measuring the bone,1
the bone shafts,1
bone shafts studying,1
shafts studying the,1
studying the medullary,1
the medullary spaces,1
medullary spaces and,1
spaces and jotting,1
and jotting down,1
jotting down his,1
down his estimate,1
his estimate at,1
estimate at last,1
at last sex,1
last sex male,1
sex male well,1
male well we,1
well we re,1
we re getting,1
re getting someplace,1
getting someplace he,1
someplace he thought,1
he thought we,1
thought we now,1
we now know,1
now know that,1
know that this,1
that this gruesome,1
this gruesome and,1
gruesome and severed,1
and severed member,1
severed member of,1
member of a,1
human body once,1
body once belonged,1
once belonged to,1
to a white,1
white male wiping,1
male wiping his,1
wiping his forehead,1
his forehead with,1
forehead with a,1
with a towel,1
a towel he,1
towel he got,1
he got back,1
work again a,1
again a microscopic,1
a microscopic examination,1
microscopic examination of,1
the hand s,1
hand s skin,1
s skin told,1
skin told blaney,1
told blaney that,1
blaney that there,1
that there had,1
there had been,1
had been no,1
been no loss,1
no loss of,1
loss of elasticity,1
of elasticity due,1
elasticity due to,1
due to the,1
to the decrease,1
the decrease of,1
decrease of elastic,1
of elastic fibers,1
elastic fibers in,1
fibers in the,1
in the dermis,1
the dermis since,1
dermis since he,1
he was making,1
was making his,1
making his microscopic,1
his microscopic examination,1
microscopic examination in,1
examination in an,1
in an effort,1
an effort to,1
effort to determine,1
determine the victim,1
victim s age,1
s age he,1
age he automatically,1
he automatically chalked,1
automatically chalked off,1
chalked off the,1
off the possibility,1
the possibility of,1
possibility of the,1
of the man,1
man s having,1
s having been,1
having been a,1
been a very,1
a very old,1
very old one,1
old one he,1
one he knew,1
he knew further,1
knew further that,1
further that he,1
he was not,1
was not likely,1
not likely to,1
likely to get,1
to get anything,1
get anything more,1
anything more from,1
more from a,1
from a closer,1
a closer examination,1
closer examination of,1
of the skin,1
the skin the,1
skin the changes,1
the changes in,1
changes in skin,1
in skin throughout,1
skin throughout the,1
throughout the growth,1
the growth and,1
growth and decline,1
and decline of,1
decline of a,1
human being very,1
being very seldom,1
very seldom provide,1
seldom provide accurate,1
provide accurate criteria,1
accurate criteria of,1
criteria of age,1
of age and,1
age and so,1
so he turned,1
to the bones,1
the bones the,1
bones the hand,1
had been severed,1
been severed slightly,1
above the wrist,1
the wrist so,1
wrist so that,1
so that portions,1
that portions of,1
portions of the,1
of the radius,1
and ulna the,1
ulna the twin,1
the twin bones,1
twin bones that,1
bones that run,1
that run from,1
run from the,1
from the wrist,1
the wrist to,1
wrist to the,1
to the elbow,1
the elbow were,1
elbow were still,1
were still attached,1
still attached to,1
to the hand,1
the hand moreover,1
hand moreover blaney,1
moreover blaney had,1
blaney had all,1
had all the,1
all the various,1
the various bones,1
various bones of,1
bones of the,1
the hand itself,1
hand itself to,1
itself to examine,1
to examine the,1
examine the carpus,1
the carpus the,1
carpus the metacarpal,1
the metacarpal the,1
metacarpal the phalanx,1
the phalanx he,1
phalanx he mused,1
he mused as,1
mused as he,1
as he worked,1
he worked that,1
worked that the,1
that the average,1
average layman just,1
layman just about,1
just about now,1
about now begin,1
now begin to,1
begin to consider,1
to consider all,1
consider all of,1
all of his,1
of his devious,1
his devious machinations,1
devious machinations as,1
machinations as scientific,1
as scientific mumbo,1
scientific mumbo jumbo,1
mumbo jumbo the,1
jumbo the aimless,1
the aimless meanderings,1
aimless meanderings of,1
meanderings of a,1
of a well,1
a well he,1
well he thought,1
he thought the,1
thought the hell,1
the hell with,1
hell with the,1
with the average,1
average layman i,1
layman i know,1
i know damn,1
know damn well,1
damn well that,1
well that the,1
that the ossification,1
the ossification centers,1
ossification centers of,1
centers of bones,1
of bones go,1
bones go through,1
go through a,1
through a sequence,1
a sequence of,1
sequence of growth,1
of growth and,1
and fusion andthat,1
fusion andthat this,1
andthat this growth,1
this growth and,1
and fusion takes,1
fusion takes place,1
takes place at,1
place at certain,1
at certain age,1
certain age levels,1
age levels i,1
levels i know,1
i know further,1
know further that,1
further that by,1
that by studying,1
by studying these,1
studying these bones,1
these bones i,1
bones i can,1
i can come,1
can come pretty,1
come pretty close,1
pretty close to,1
close to estimating,1
to estimating the,1
estimating the age,1
the age of,1
age of this,1
of this dead,1
this dead white,1
dead white male,1
white male and,1
male and that,1
and that is,1
that is just,1
is just what,1
i am going,1
am going to,1
going to do,1
to do average,1
do average layman,1
average layman be,1
layman be damned,1
be damned the,1
damned the entire,1
the entire examination,1
entire examination that,1
examination that blaney,1
that blaney conducted,1
blaney conducted on,1
conducted on the,1
on the bones,1
the bones took,1
bones took close,1
took close to,1
close to three,1
to three hours,1
three hours his,1
hours his notes,1
his notes included,1
notes included such,1
included such esoteric,1
such esoteric terms,1
esoteric terms as,1
terms as proximal,1
as proximal epiphysial,1
proximal epiphysial muscle,1
epiphysial muscle and,1
muscle and os,1
and os magnum,1
os magnum and,1
magnum and multangulum,1
and multangulum majus,1
multangulum majus and,1
majus and the,1
and the like,1
the like his,1
like his final,1
his final note,1
final note simply,1
note simply read,1
simply read age,1
read age when,1
age when it,1
when it came,1
it came to,1
came to the,1
to the probable,1
the probable height,1
height and weight,1
and weight of,1
the victim blaney,1
victim blaney threw,1
blaney threw up,1
threw up his,1
up his hands,1
his hands in,1
hands in despair,1
in despair if,1
despair if he,1
had been presented,1
been presented with,1
presented with a,1
with a femur,1
a femur a,1
femur a humerus,1
a humerus or,1
humerus or a,1
or a radius,1
a radius in,1
radius in its,1
in its entirety,1
its entirety he,1
entirety he would,1
he would have,1
would have measured,1
have measured any,1
measured any one,1
any one of,1
of them in,1
them in centimeters,1
in centimeters from,1
centimeters from joint,1
from joint surface,1
joint surface to,1
surface to joint,1
to joint surface,1
joint surface with,1
surface with the,1
with the cartilage,1
the cartilage in,1
cartilage in place,1
in place and,1
place and then,1
then made an,1
made an attempt,1
an attempt at,1
attempt at calculating,1
at calculating the,1
calculating the height,1
the height using,1
height using pearson,1
using pearson s,1
pearson s formula,1
s formula for,1
formula for the,1
for the radius,1
the radius if,1
radius if he,1
if he d,1
d had a,1
had a whole,1
a whole one,1
whole one and,1
one and not,1
and not just,1
not just a,1
just a portion,1
portion of one,1
of one the,1
one the table,1
the table would,1
table would have,1
would have read,1
have read like,1
read like this,1
like this картинка,1
this картинка male,1
картинка male female,1
male female plus,1
female plus times,1
plus times plus,1
times plus times,1
plus times length,1
times length of,1
of radius length,1
radius length of,1
of radius then,1
radius then to,1
then to arrive,1
to arrive at,1
arrive at an,1
at an estimate,1
an estimate of,1
estimate of the,1
of the height,1
the height of,1
height of theliving,1
of theliving body,1
theliving body he,1
body he d,1
he d have,1
d have subtracted,1
have subtracted one,1
subtracted one and,1
one and a,1
a half centimeters,1
half centimeters from,1
from the final,1
the final result,1
final result for,1
result for a,1
for a male,1
a male and,1
male and two,1
and two centimeters,1
two centimeters for,1
centimeters for a,1
for a female,1
a female unfortunately,1
female unfortunately he,1
unfortunately he didn,1
t have a,1
have a whole,1
a whole radius,1
whole radius so,1
radius so he,1
didn t even,1
t even make,1
even make an,1
make an attempt,1
an attempt and,1
attempt and although,1
and although the,1
although the hand,1
the hand gave,1
hand gave him,1
him a good,1
a good knowledge,1
good knowledge of,1
of the size,1
the size of,1
size of the,1
victim s bones,1
s bones he,1
bones he could,1
could not make,1
not make a,1
make a guess,1
a guess at,1
guess at the,1
at the weight,1
the weight of,1
the victim without,1
victim without a,1
without a knowledge,1
a knowledge of,1
of the muscular,1
the muscular development,1
muscular development and,1
development and the,1
and the adipose,1
the adipose tissue,1
adipose tissue so,1
tissue so he,1
so he quit,1
he quit he,1
quit he wrapped,1
he wrapped the,1
wrapped the hand,1
hand and tagged,1
and tagged it,1
tagged it for,1
it for delivery,1
for delivery to,1
delivery to lieutenant,1
to lieutenant samuel,1
lieutenant samuel grossman,1
samuel grossman at,1
grossman at the,1
at the police,1
the police laboratory,1
police laboratory grossman,1
laboratory grossman he,1
grossman he knew,1
he knew would,1
knew would perform,1
would perform an,1
perform an isoreaction,1
isoreaction test on,1
test on a,1
on a blood,1
a blood specimen,1
blood specimen in,1
specimen in order,1
in order to,1
order to determine,1
determine the blood,1
the blood group,1
group and grossman,1
and grossman would,1
grossman would undoubtedly,1
would undoubtedly try,1
undoubtedly try to,1
to get fingerprint,1
get fingerprint impressions,1
hand in this,1
in this respect,1
this respect blaney,1
respect blaney was,1
blaney was positively,1
was positively certain,1
positively certain that,1
certain that grossman,1
that grossman would,1
grossman would fail,1
would fail each,1
fail each finger,1
each finger tip,1
finger tip had,1
tip had been,1
had been neatly,1
been neatly sliced,1
neatly sliced away,1
sliced away from,1
from the rest,1
the rest of,1
rest of the,1
the hand by,1
hand by the,1
by the unknown,1
the unknown assailant,1
unknown assailant a,1
assailant a magician,1
a magician couldn,1
magician couldn t,1
couldn t have,1
t have got,1
have got a,1
got a set,1
a set of,1
set of prints,1
of prints from,1
prints from that,1
from that hand,1
that hand and,1
hand and grossman,1
and grossman was,1
grossman was no,1
was no magician,1
no magician so,1
magician so blaney,1
so blaney shipped,1
blaney shipped off,1
shipped off the,1
hand and he,1
and he concluded,1
he concluded his,1
concluded his notes,1
his notes and,1
notes and what,1
and what he,1
what he finally,1
he finally transmitted,1
finally transmitted to,1
transmitted to the,1
to the bulls,1
the bulls of,1
bulls of the,1
of the was,1
the was this,1
was this race,1
this race white,1
white sex male,1
sex male age,1
male age the,1
age the boys,1
the boys had,1
boys had to,1
had to take,1
from there detective,1
there detective steve,1
detective steve carella,1
steve carella was,1
carella was the,1
was the first,1
the first of,1
first of the,1
of the boys,1
the boys to,1
boys to take,1
from there he,1
there he took,1
he took it,1
took it early,1
it early the,1
early the next,1
the next morning,1
next morning sitting,1
morning sitting at,1
sitting at his,1
his desk near,1
desk near the,1
near the grilled,1
the grilled squadroom,1
grilled squadroom windows,1
squadroom windows watching,1
windows watching the,1
watching the rain,1
the rain ooze,1
rain ooze along,1
ooze along the,1
along the glass,1
the glass panes,1
glass panes he,1
panes he dialed,1
he dialed blaney,1
dialed blaney s,1
blaney s office,1
s office and,1
office and waited,1
and waited dr,1
waited dr blaney,1
dr blaney a,1
blaney a voice,1
a voice on,1
voice on the,1
the other end,1
other end of,1
end of the,1
of the wire,1
the wire said,1
wire said blaney,1
said blaney this,1
blaney this is,1
this is carella,1
is carella up,1
carella up at,1
at the hello,1
the hello blaney,1
hello blaney said,1
blaney said i,1
ve got your,1
got your report,1
your report on,1
report on that,1
on that hand,1
that hand yeah,1
hand yeah what,1
yeah what s,1
what s wrong,1
s wrong with,1
wrong with it,1
with it blaney,1
it blaney asked,1
blaney asked immediately,1
asked immediately on,1
immediately on the,1
on the defensive,1
the defensive nothing,1
defensive nothing at,1
nothing at all,1
at all carella,1
said in fact,1
in fact it,1
fact it s,1
s very well,1
very well i,1
i m glad,1
m glad to,1
blaney said it,1
s very rare,1
very rare that,1
rare that anyone,1
that anyone in,1
anyone in the,1
the goddamn department,1
goddamn department admits,1
department admits a,1
admits a medical,1
a medical examination,1
medical examination was,1
examination was we,1
was we feel,1
we feel differently,1
feel differently here,1
differently here at,1
here at the,1
at the carella,1
the carella said,1
carella said smoothly,1
said smoothly we,1
smoothly we ve,1
we ve always,1
ve always relied,1
always relied very,1
relied very heavily,1
very heavily upon,1
heavily upon information,1
upon information provided,1
information provided by,1
provided by the,1
by the medical,1
examiner s well,1
s well i,1
i m certainly,1
m certainly glad,1
certainly glad to,1
blaney said a,1
said a man,1
a man works,1
man works here,1
works here with,1
here with stiffs,1
with stiffs all,1
stiffs all day,1
all day long,1
day long he,1
long he begins,1
he begins to,1
begins to have,1
to have his,1
have his doubts,1
his doubts it,1
doubts it s,1
it s no,1
s no fun,1
no fun cutting,1
fun cutting up,1
cutting up dead,1
up dead bodies,1
dead bodies you,1
bodies you you,1
you you fellows,1
fellows do a,1
do a wonderful,1
a wonderful job,1
wonderful job carella,1
job carella said,1
said well thank,1
well thank i,1
thank i mean,1
mean it carella,1
carella said fervently,1
said fervently there,1
fervently there isn,1
there isn t,1
isn t much,1
t much glory,1
much glory in,1
glory in what,1
in what you,1
what you fellows,1
fellows do but,1
do but you,1
but you can,1
you can bet,1
can bet your,1
bet your life,1
your life it,1
life it s,1
it s well,1
s well thank,1
well thank you,1
thank you thank,1
you thank i,1
thank i wish,1
wish i had,1
had a nickel,1
a nickel for,1
nickel for every,1
for every case,1
every case you,1
case you fellows,1
you fellows made,1
fellows made easier,1
made easier for,1
easier for us,1
for us to,1
us to crack,1
to crack carella,1
crack carella said,1
carella said more,1
said more fervently,1
more fervently this,1
fervently this time,1
this time almost,1
time almost carried,1
almost carried away,1
carried away by,1
away by himself,1
by himself well,1
himself well gosh,1
well gosh thanks,1
gosh thanks what,1
thanks what can,1
i do for,1
for you carella,1
you carella your,1
carella your report,1
your report was,1
report was an,1
an excellent one,1
excellent one carella,1
one carella said,1
said and very,1
very helpful too,1
helpful too but,1
too but there,1
there was just,1
was just one,1
just one yes,1
one yes i,1
yes i wonder,1
wonder if you,1
if you can,1
you can tell,1
can tell me,1
tell me anything,1
me anything about,1
anything about the,1
person who did,1
did the did,1
the did the,1
the job yes,1
job yes your,1
yes your report,1
your report told,1
report told us,1
told us a,1
us a lot,1
a lot about,1
lot about the,1
about the victim,1
the victim and,1
victim and that,1
and that s,1
that s excellent,1
s excellent yes,1
excellent yes yes,1
yes and very,1
very helpful but,1
helpful but what,1
but what about,1
what about the,1
about the perpetrator,1
the perpetrator the,1
perpetrator the perpetrator,1
the perpetrator yes,1
perpetrator yes the,1
yes the man,1
or woman who,1
woman who did,1
did the oh,1
the oh oh,1
oh oh yes,1
oh yes of,1
of course blaney,1
course blaney said,1
blaney said you,1
said you know,1
you know after,1
know after you,1
after you ve,1
ve been examining,1
been examining corpses,1
examining corpses for,1
corpses for a,1
for a while,1
a while you,1
while you forget,1
you forget that,1
forget that someone,1
that someone was,1
someone was responsible,1
was responsible for,1
responsible for the,1
for the corpse,1
the corpse do,1
corpse do you,1
mean it becomes,1
it becomes well,1
becomes well sort,1
well sort of,1
sort of a,1
of a mathematical,1
a mathematical i,1
mathematical i can,1
i can understand,1
can understand that,1
understand that carella,1
that carella said,1
said but about,1
but about the,1
the person responsible,1
person responsible for,1
responsible for this,1
for this particular,1
this particular corpse,1
particular corpse could,1
corpse could you,1
you tell anything,1
tell anything from,1
anything from the,1
from the surgery,1
the surgery well,1
surgery well the,1
well the hand,1
hand was severed,1
was severed slightly,1
above the could,1
the could you,1
you tell what,1
tell what kind,1
of a tool,1
a tool was,1
tool was used,1
was used either,1
used either a,1
either a meat,1
meat cleaver or,1
cleaver or a,1
or a hatchet,1
a hatchet i,1
hatchet i would,1
would say or,1
say or something,1
or something was,1
something was it,1
it a clean,1
a clean job,1
clean job fairly,1
job fairly whoever,1
fairly whoever did,1
whoever did it,1
did it had,1
it had to,1
had to hack,1
to hack through,1
hack through those,1
those bones but,1
bones but there,1
but there were,1
there were no,1
were no hesitation,1
no hesitation cuts,1
hesitation cuts anywhere,1
cuts anywhere on,1
anywhere on the,1
on the hand,1
the hand so,1
hand so the,1
so the person,1
person who severed,1
who severed it,1
severed it from,1
from the body,1
the body was,1
body was probably,1
was probably determined,1
probably determined and,1
determined and skillful,1
and skillful how,1
skillful how do,1
mean well would,1
you say the,1
say the person,1
the person had,1
person had any,1
had any knowledge,1
any knowledge of,1
of anatomy i,1
anatomy i wouldn,1
wouldn t think,1
t think so,1
think so blaney,1
so blaney answered,1
blaney answered the,1
answered the logical,1
logical place for,1
place for the,1
for the cut,1
the cut would,1
cut would have,1
have been at,1
been at the,1
the wrist itself,1
wrist itself where,1
itself where the,1
where the radius,1
and ulna terminate,1
ulna terminate that,1
terminate that certainly,1
that certainly would,1
certainly would have,1
have been easier,1
been easier than,1
easier than hacking,1
than hacking through,1
hacking through those,1
those bones no,1
bones no i,1
no i would,1
i would discount,1
would discount anyone,1
discount anyone with,1
anyone with a,1
with a real,1
a real knowledge,1
real knowledge of,1
of anatomy in,1
anatomy in fact,1
in fact i,1
fact i can,1
can t understand,1
t understand why,1
understand why the,1
why the hand,1
hand was dismembered,1
was dismembered can,1
dismembered can you,1
can you i,1
think i follow,1
i follow you,1
follow you blaney,1
you blaney you,1
blaney you ve,1
you ve seen,1
ve seen dismemberment,1
seen dismemberment cases,1
dismemberment cases before,1
cases before carella,1
before carella we,1
carella we usually,1
we usually find,1
usually find the,1
find the head,1
head and then,1
then the trunk,1
the trunk and,1
trunk and then,1
then the four,1
the four extremities,1
four extremities but,1
extremities but if,1
but if a,1
if a person,1
a person is,1
person is going,1
going to cut,1
to cut off,1
cut off an,1
off an arm,1
an arm why,1
arm why then,1
why then cut,1
then cut off,1
cut off the,1
the hand do,1
hand do you,1
mean it s,1
it s an,1
s an added,1
an added piece,1
added piece of,1
piece of work,1
of work that,1
work that doesn,1
that doesn t,1
doesn t accomplish,1
t accomplish very,1
accomplish very yeah,1
very yeah i,1
yeah i see,1
carella said most,1
said most bodies,1
most bodies are,1
bodies are dismembered,1
are dismembered or,1
dismembered or mutilated,1
or mutilated because,1
mutilated because the,1
because the criminal,1
the criminal is,1
criminal is attempting,1
is attempting to,1
attempting to avoid,1
to avoid identification,1
avoid identification of,1
identification of the,1
the body that,1
body that s,1
s why the,1
why the fingertips,1
the fingertips of,1
fingertips of that,1
of that hand,1
that hand were,1
hand were of,1
were of and,1
of and sometimes,1
and sometimes your,1
sometimes your killer,1
your killer will,1
killer will cut,1
will cut up,1
cut up the,1
up the body,1
the body to,1
body to make,1
to make disposal,1
make disposal easier,1
disposal easier but,1
easier but cutting,1
but cutting off,1
cutting off a,1
off a hand,1
a hand at,1
hand at the,1
the wrist how,1
wrist how would,1
how would that,1
would that serve,1
that serve either,1
serve either purpose,1
either purpose i,1
purpose i don,1
t know carella,1
said in any,1
any case we,1
case we re,1
re not dealing,1
not dealing with,1
dealing with a,1
with a surgeon,1
a surgeon or,1
surgeon or a,1
or a doctor,1
a doctor here,1
doctor here is,1
here is that,1
that right i,1
right i would,1
would say how,1
say how about,1
how about a,1
about a butcher,1
a butcher maybe,1
butcher maybe the,1
maybe the bones,1
the bones were,1
bones were severed,1
