N-gram,Count 
what an experience,1
an experience !,1
experience ! you,1
re not only,1
not only mean,1
"only mean ,",1
"mean , carella",1
you re also,1
re also horny,1
also horny .,1
horny . that,1
. that i,1
that i am,1
"i am ,",1
"am , parker",1
", parker admitted",1
parker admitted proudly,1
admitted proudly .,1
proudly . i,1
. i caught,1
i caught a,1
caught a guy,1
a guy once,1
guy once on,1
once on freeman,1
on freeman lewis,1
freeman lewis boulevard,1
"lewis boulevard ,",1
"boulevard , carella",1
he was doing,1
was doing eighty,1
doing eighty miles,1
eighty miles an,1
miles an hour,1
an hour .,1
hour . i,1
had to put,1
to put on,1
on the siren,1
the siren before,1
siren before he,1
before he d,1
he d stop,1
d stop .,1
stop . i,1
i got out,1
got out of,1
of the squad,1
the squad car,1
squad car and,1
car and was,1
and was walking,1
was walking over,1
walking over to,1
over to his,1
to his car,1
his car when,1
car when the,1
when the door,1
the door popped,1
door popped open,1
"popped open ,",1
"open , and",1
and he leaped,1
he leaped out,1
leaped out and,1
out and started,1
and started running,1
started running toward,1
running toward me,1
toward me .,1
me . a,1
. a hood,1
a hood ?,1
hood ? hawes,1
what i thought,1
i thought .,1
. i figured,1
i figured i,1
figured i d,1
i d stumbled,1
d stumbled on,1
stumbled on a,1
on a guy,1
guy who was,1
who was running,1
was running from,1
running from the,1
from the law,1
the law .,1
law . i,1
. i expected,1
i expected him,1
expected him to,1
him to pull,1
to pull a,1
pull a gun,1
a gun any,1
gun any minute,1
any minute .,1
minute . whatdid,1
. whatdid he,1
whatdid he do,1
he do ?,1
do ? he,1
? he came,1
he came up,1
came up to,1
up to me,1
to me hopping,1
me hopping up,1
hopping up and,1
up and down,1
"and down ,",1
"down , first",1
", first one",1
first one leg,1
"one leg ,",1
"leg , then",1
", then the",1
then the other,1
the other .,1
other . he,1
. he said,1
he was speeding,1
"was speeding ,",1
"speeding , but",1
but he d,1
he d just,1
d just had,1
just had an,1
had an acute,1
an acute attack,1
acute attack of,1
attack of diarrhea,1
"of diarrhea ,",1
"diarrhea , and",1
had to find,1
find a gas,1
a gas station,1
gas station with,1
station with a,1
with a men,1
a men s,1
men s room,1
s room in,1
room in a,1
hurry . parker,1
. parker burst,1
parker burst out,1
burst out laughing,1
out laughing .,1
laughing . oh,1
"oh , brother",1
", brother ,",1
"brother , that",1
", that takes",1
that takes it,1
"takes it ,",1
did you let,1
him go ?,1
go ? hawes,1
asked . hell,1
"hell , no",1
i just wrote,1
just wrote the,1
wrote the ticket,1
the ticket in,1
ticket in a,1
"a hurry ,",1
"hurry , that",1
i ll tell,1
ll tell you,1
tell you one,1
you one i,1
one i let,1
i let go,1
"let go ,",1
"go , hawes",1
said . this,1
this was when,1
was when i,1
when i was,1
was a patrolman,1
a patrolman with,1
patrolman with the,1
with the th,1
th . the,1
the guy was,1
guy was clipping,1
was clipping along,1
clipping along like,1
along like a,1
like a madman,1
"a madman ,",1
"madman , and",1
and when i,1
when i stopped,1
i stopped him,1
stopped him he,1
him he just,1
he just looked,1
just looked at,1
", you going",1
a ticket ?,1
ticket ? so,1
so i looked,1
i looked right,1
looked right back,1
right back at,1
back at him,1
at him and,1
him and said,1
"said , damn",1
", damn right",1
"damn right ,",1
"right , i",1
to give you,1
give you a,1
you a ticket,1
a ticket .,1
ticket . he,1
. he stared,1
he stared at,1
stared at me,1
at me for,1
"time , just",1
", just nodding",1
just nodding his,1
head . then,1
"it , then",1
", then .",1
then . you,1
. you give,1
you give me,1
"a ticket ,",1
i ll kill,1
ll kill myself,1
kill myself .,1
myself . what,1
the hell did,1
hell did he,1
did he mean,1
he mean ?,1
mean ? that,1
what i said,1
i said .,1
. i said,1
"i said ,",1
", what do",1
"you mean ,",1
"mean , mister",1
mister ? but,1
? but he,1
but he just,1
he just kept,1
kept staring at,1
staring at me,1
"at me ,",1
"me , and",1
and he didn,1
didn t say,1
t say another,1
say another word,1
"another word ,",1
"word , just",1
", just kept",1
kept staring and,1
staring and nodding,1
and nodding his,1
"his head ,",1
"head , over",1
", over and",1
over and over,1
and over again,1
"over again ,",1
"again , as",1
as if this,1
if this ticket,1
this ticket was,1
ticket was the,1
was the last,1
the last straw,1
"last straw ,",1
"straw , do",1
mean ? i,1
? i had,1
i had the,1
had the feeling,1
the feeling that,1
feeling that this,1
that this had,1
this had just,1
had just been,1
just been one,1
been one of,1
of those days,1
those days where,1
days where everything,1
where everything in,1
everything in the,1
the world had,1
world had gone,1
had gone wrong,1
gone wrong for,1
wrong for him,1
"him , and",1
and i knew,1
i knew i,1
knew i just,1
just knew as,1
knew as sure,1
as sure as,1
sure as i,1
i was standing,1
was standing there,1
standing there that,1
there that if,1
that if i,1
if i slapped,1
i slapped a,1
slapped a summons,1
a summons on,1
summons on him,1
"on him ,",1
"him , he",1
he would actually,1
would actually go,1
actually go home,1
go home and,1
home and turn,1
and turn on,1
turn on the,1
on the gas,1
the gas or,1
gas or jump,1
or jump out,1
jump out the,1
out the window,1
the window or,1
window or slit,1
or slit his,1
slit his throat,1
his throat .,1
throat . i,1
just knew it,1
knew it .,1
. i could,1
i could just,1
could just sense,1
just sense itabout,1
sense itabout the,1
itabout the guy,1
the guy .,1
guy . so,1
. so you,1
so you let,1
him go .,1
go . the,1
. the good,1
the good samaritan,1
good samaritan .,1
samaritan . yeah,1
"yeah , yeah",1
", yeah ,",1
"yeah , samaritan",1
", samaritan ,",1
"samaritan , hawes",1
. you should,1
you should have,1
should have seen,1
have seen that,1
seen that guy,1
that guy s,1
guy s eyes,1
s eyes .,1
eyes . you,1
you d have,1
d have known,1
kidding . i,1
had a woman,1
a woman once,1
"woman once ,",1
"once , kling",1
", kling ,",1
"kling , the",1
", the youngest",1
the youngest of,1
youngest of the,1
the detectives started,1
"detectives started ,",1
"started , and",1
", and patrolman",1
and patrolman dick,1
patrolman dick genero,1
dick genero burst,1
genero burst into,1
burst into the,1
into the squadron,1
the squadron carrying,1
squadron carrying the,1
carrying the small,1
"the small ,",1
overnight bag .,1
bag . one,1
. one look,1
one look at,1
look at his,1
at his eyes,1
"his eyes ,",1
", and anyone",1
and anyone would,1
anyone would have,1
would have known,1
kidding . he,1
. he carried,1
he carried the,1
carried the bag,1
bag in his,1
in his right,1
his right hand,1
"right hand ,",1
"hand , far",1
", far away",1
far away from,1
away from his,1
from his body,1
"his body ,",1
"body , as",1
as if afraid,1
if afraid to,1
afraid to be,1
to be contaminated,1
be contaminated by,1
contaminated by it,1
by it .,1
. he pushed,1
he pushed his,1
pushed his way,1
his way through,1
way through the,1
through the gate,1
the gate in,1
gate in the,1
in the slatted,1
the slatted railing,1
slatted railing that,1
railing that separated,1
that separated the,1
separated the squadroom,1
the squadroom from,1
squadroom from the,1
from the corridor,1
the corridor outside,1
"corridor outside ,",1
"outside , went",1
", went directly",1
went directly to,1
directly to parker,1
to parker s,1
"desk , and",1
", and plunked",1
and plunked the,1
plunked the bag,1
the bag down,1
bag down in,1
down in the,1
of it with,1
it with a,1
with a finality,1
a finality that,1
finality that indicated,1
that indicated he,1
indicated he had,1
he had done,1
had done his,1
done his duty,1
his duty and,1
duty and was,1
and was now,1
was now glad,1
now glad tobe,1
glad tobe rid,1
tobe rid of,1
rid of it,1
it . what,1
. what have,1
what have you,1
have you got,1
"you got ,",1
"got , dick",1
", dick ?",1
dick ? hawes,1
asked . genero,1
. genero could,1
genero could not,1
could not speak,1
not speak .,1
speak . his,1
. his face,1
his face was,1
face was white,1
"was white ,",1
"white , his",1
", his eyes",1
his eyes were,1
eyes were wide,1
were wide .,1
wide . he,1
. he swallowed,1
he swallowed several,1
swallowed several times,1
"several times ,",1
"times , but",1
", but no",1
but no words,1
no words came,1
words came from,1
came from his,1
from his mouth,1
. he kept,1
he kept shaking,1
kept shaking his,1
head and pointing,1
and pointing at,1
pointing at the,1
bag . hawes,1
. hawes stared,1
hawes stared at,1
stared at the,1
bag in puzzlement,1
"in puzzlement ,",1
"puzzlement , and",1
and then began,1
then began to,1
began to unzip,1
to unzip it,1
unzip it .,1
it . genero,1
. genero turned,1
genero turned away,1
turned away .,1
away . he,1
he seemed ready,1
seemed ready to,1
ready to vomit,1
to vomit momentarily,1
vomit momentarily .,1
momentarily . hawes,1
. hawes looked,1
hawes looked into,1
looked into the,1
bag and said,1
", oh ,",1
"jesus , where",1
", where d",1
d you get,1
you get this,1
get this ?,1
this ? what,1
? what is,1
what is it,1
it ? kling,1
"jesus , hawes",1
. what a,1
what a goddamn,1
a goddamn thing,1
goddamn thing .,1
thing . get,1
here . jesus,1
squadroom . i,1
the morgue .,1
morgue . the,1
. the rugged,1
the rugged planes,1
rugged planes of,1
planes of his,1
of his face,1
his face were,1
face were twisted,1
were twisted in,1
twisted in pain,1
in pain .,1
pain . he,1
. he could,1
could not look,1
look into the,1
again . i,1
"the morgue ,",1
"morgue , he",1
he said again,1
again . jesus,1
here . take,1
. take it,1
take it downstairs,1
it downstairs .,1
downstairs . get,1
here . carella,1
. carella picked,1
carella picked up,1
bag and started,1
and started out,1
started out of,1
room . he,1
did not look,1
look into it,1
to . he,1
been a cop,1
a cop for,1
cop for a,1
long time now,1
"time now ,",1
"now , and",1
knew instantly from,1
instantly from the,1
from the expression,1
the expression on,1
expression on hawes,1
on hawes s,1
hawes s face,1
s face that,1
face that the,1
that the bag,1
the bag must,1
bag must contain,1
must contain a,1
contain a segment,1
a segment of,1
segment of a,1
human body .,1
body . now,1
s pretty damn,1
damn disgusting .,1
disgusting . but,1
. but let,1
but let s,1
s get something,1
get something straight,1
something straight .,1
straight . deathis,1
. deathis pretty,1
deathis pretty damn,1
"damn disgusting ,",1
"disgusting , and",1
and there are,1
there are no,1
are no two,1
no two ways,1
two ways about,1
ways about it,1
it . if,1
people who like,1
who like motion,1
like motion pictures,1
motion pictures where,1
pictures where a,1
where a man,1
a man fires,1
man fires a,1
fires a gun,1
a gun and,1
gun and a,1
and a small,1
of dust explodes,1
dust explodes on,1
explodes on the,1
on the victim,1
victim s chest,1
s chest just,1
chest just a,1
just a small,1
"of dust ,",1
"dust , no",1
", no blood",1
no blood then,1
blood then police,1
then police work,1
police work is,1
work is not,1
is not the,1
not the line,1
the line for,1
line for you,1
you . similarly,1
". similarly ,",1
"similarly , if",1
people who believe,1
who believe that,1
believe that corpses,1
that corpses look,1
corpses look just,1
look just like,1
just like they,1
like they re,1
they re sleeping,1
"re sleeping ,",1
"sleeping , it",1
", it is",1
it is fortunate,1
is fortunate you,1
fortunate you are,1
you are not,1
are not a,1
not a cop,1
a cop .,1
cop . if,1
know that death,1
death is seldom,1
is seldom pretty,1
"seldom pretty ,",1
"pretty , that",1
", that it",1
that it is,1
it is in,1
is in fact,1
in fact the,1
fact the ugliest,1
the ugliest and,1
ugliest and most,1
and most frightening,1
most frightening event,1
frightening event that,1
event that can,1
that can over,1
can over take,1
over take a,1
take a human,1
being . if,1
", you have",1
have seen death,1
seen death at,1
death at its,1
at its ugliest,1
its ugliest because,1
ugliest because you,1
because you have,1
have seen it,1
seen it as,1
it as the,1
as the result,1
the result of,1
result of violent,1
of violent upheaval,1
violent upheaval .,1
upheaval . you,1
"likely , puked",1
", puked more",1
puked more than,1
more than once,1
than once at,1
once at the,1
at the things,1
the things you,1
things you have,1
have seen .,1
seen . you,1
"likely , trembled",1
", trembled with",1
trembled with fear,1
"with fear ,",1
"fear , because",1
", because death",1
because death has,1
death has a,1
has a terrifying,1
a terrifying way,1
terrifying way of,1
way of reminding,1
of reminding the,1
reminding the strongest,1
the strongest human,1
strongest human that,1
human that his,1
that his flesh,1
his flesh can,1
flesh can bleed,1
can bleed and,1
bleed and his,1
and his bones,1
his bones can,1
bones can break,1
can break .,1
break . if,1
", you will",1
you will never,1
will never get,1
never get used,1
get used to,1
used to the,1
to the sight,1
a corpse or,1
corpse or a,1
or a part,1
a part of,1
a corpse no,1
corpse no matter,1
matter how long,1
how long you,1
long you deal,1
you deal with,1
deal with them,1
"with them ,",1
"them , no",1
matter how strong,1
how strong you,1
strong you are,1
"you are ,",1
"are , no",1
matter how tough,1
how tough you,1
tough you become,1
you become .,1
become . there,1
nothing reassuring about,1
reassuring about the,1
about the sight,1
a man who,1
man who has,1
who has been,1
has been worked,1
been worked over,1
worked over with,1
over with a,1
with a hatchet,1
a hatchet .,1
hatchet . the,1
. the skull,1
"the skull ,",1
"skull , a",1
", a formidable",1
a formidable piece,1
formidable piece of,1
piece of bone,1
"of bone ,",1
"bone , assuming",1
", assuming the",1
assuming the characteristics,1
the characteristics of,1
characteristics of a,1
of a melon,1
"a melon ,",1
"melon , the",1
", the parallel",1
the parallel wounds,1
"parallel wounds ,",1
", the criss",1
the criss crossing,1
criss crossing wounds,1
"crossing wounds ,",1
", the bleeding",1
the bleeding ugly,1
bleeding ugly wounds,1
ugly wounds covering,1
wounds covering the,1
covering the head,1
head and the,1
and the face,1
the face and,1
face and the,1
and the neck,1
"the neck ,",1
"neck , the",1
", the windpipe",1
the windpipe exposed,1
windpipe exposed and,1
exposed and raw,1
"and raw ,",1
"raw , throbbing",1
", throbbing with",1
throbbing with color,1
with color so,1
color so bright,1
"so bright ,",1
"bright , but",1
", but throbbing",1
but throbbing only,1
throbbing only with,1
only with color,1
with color because,1
color because life,1
because life is,1
life is gone,1
"is gone ,",1
"gone , life",1
", life has",1
life has fled,1
has fled beneath,1
fled beneath the,1
beneath the battering,1
the battering rigidity,1
battering rigidity of,1
rigidity of an,1
of an impersonal,1
an impersonal hatchet,1
impersonal hatchet blade,1
hatchet blade there,1
blade there is,1
nothing reassuring .,1
reassuring . there,1
nothing beautiful about,1
beautiful about the,1
about the post,1
the post mortem,1
post mortem decomposition,1
mortem decomposition of,1
decomposition of a,1
of a body,1
"a body ,",1
"body , man",1
"or woman ,",1
"woman , child",1
", child or",1
child or adult,1
"or adult ,",1
"adult , the",1
", the gas",1
the gas formation,1
"gas formation ,",1
"formation , the",1
", the discoloration",1
the discoloration of,1
discoloration of head,1
of head and,1
head and trunk,1
and trunk tissues,1
"trunk tissues ,",1
"tissues , the",1
", the separation",1
the separation of,1
separation of epidermis,1
"of epidermis ,",1
"epidermis , the",1
", the staining",1
the staining of,1
staining of veins,1
"of veins ,",1
"veins , the",1
", the protrusion",1
the protrusion of,1
protrusion of tongue,1
"of tongue ,",1
"tongue , decomposed",1
", decomposed liquefied",1
decomposed liquefied fat,1
liquefied fat soaking,1
fat soaking through,1
soaking through the,1
through the skin,1
the skin resulting,1
skin resulting in,1
resulting in large,1
in large yellow,1
large yellow stained,1
yellow stained areas,1
stained areas there,1
areas there is,1
nothing beautiful .,1
beautiful . there,1
nothing tender about,1
tender about bullet,1
about bullet wounds,1
"bullet wounds ,",1
", the smeared",1
the smeared and,1
smeared and lacerated,1
and lacerated flesh,1
lacerated flesh of,1
flesh of contact,1
of contact wounds,1
"contact wounds ,",1
", the subcutaneous",1
the subcutaneous explosion,1
subcutaneous explosion of,1
explosion of gases,1
"of gases ,",1
"gases , the",1
", the tissues",1
the tissues seared,1
tissues seared and,1
seared and blackened,1
and blackened by,1
blackened by flame,1
by flame and,1
flame and smoke,1
"and smoke ,",1
"smoke , the",1
", the embedded",1
the embedded powder,1
embedded powder grains,1
"powder grains ,",1
"grains , the",1
", the gaping",1
the gaping holes,1
gaping holes in,1
holes in the,1
in the flesh,1
the flesh there,1
flesh there is,1
nothing tender .,1
tender . if,1
you learn that,1
learn that death,1
death is ugly,1
"ugly , and",1
", and frightening",1
"and frightening ,",1
disgusting . if,1
you learn to,1
learn to deal,1
to deal with,1
deal with what,1
with what is,1
what is ugly,1
and disgusting or,1
disgusting or you,1
or you quit,1
you quit the,1
quit the force,1
the force .,1
force . the,1
. the object,1
the object in,1
object in the,1
in the overnight,1
the overnight bag,1
overnight bag was,1
bag was a,1
was a human,1
"human hand ,",1
"hand , ugly",1
", ugly ,",1
disgusting . the,1
the man who,1
man who received,1
who received it,1
received it at,1
at the morgue,1
the morgue was,1
morgue was an,1
was an assistant,1
an assistant medical,1
assistant medical examiner,1
medical examiner named,1
examiner named paul,1
named paul blaney,1
"paul blaney ,",1
", a short",1
a short man,1
short man with,1
with a scraggly,1
a scraggly black,1
scraggly black mustache,1
black mustache and,1
mustache and violet,1
and violet eyes,1
violet eyes .,1
eyes . blaney,1
. blaney didn,1
blaney didn t,1
didn t particularly,1
t particularly enjoy,1
particularly enjoy handling,1
enjoy handling the,1
handling the remains,1
the remains of,1
remains of dead,1
of dead people,1
"dead people ,",1
"people , and",1
and he often,1
he often wondered,1
often wondered why,1
wondered why he,1
why he the,1
he the junior,1
the junior member,1
junior member on,1
member on the,1
on the medical,1
examiner s staff,1
s staff was,1
staff was invariably,1
was invariably given,1
invariably given the,1
given the most,1
the most particularly,1
most particularly obnoxious,1
particularly obnoxious stiffs,1
obnoxious stiffs to,1
stiffs to examine,1
"to examine ,",1
"examine , those",1
", those who",1
those who had,1
who had been,1
been in automobile,1
in automobile accidents,1
"automobile accidents ,",1
"accidents , or",1
", or fires",1
"or fires ,",1
"fires , or",1
", or whose",1
or whose remains,1
whose remains had,1
remains had been,1
had been chewed,1
been chewed to,1
chewed to ribbons,1
to ribbons by,1
ribbons by marauding,1
by marauding rats,1
marauding rats .,1
rats . but,1
but he knew,1
he knew that,1
knew that he,1
that he had,1
he had a,1
had a job,1
a job to,1
job to do,1
do . and,1
and that job,1
that job was,1
job was given,1
was given a,1
given a human,1
human hand that,1
hand that has,1
that has been,1
has been severed,1
been severed at,1
severed at the,1
the wrist from,1
wrist from the,1
from the remainder,1
the remainder of,1
remainder of the,1
"the body ,",1
"body , how",1
", how can",1
how can i,1
can i determine,1
i determine the,1
"the race ,",1
"race , sex",1
", sex ,",1
"sex , age",1
", age ,",1
"age , probable",1
", probable height",1
"probable height ,",1
"height , and",1
", and probable",1
and probable weight,1
probable weight of,1
to whom it,1
whom it belonged,1
it belonged ?,1
belonged ? that,1
? that was,1
that was the,1
was the job,1
job . with,1
. with a,1
with a maximum,1
a maximum of,1
maximum of dispatch,1
"of dispatch ,",1
"dispatch , and",1
and a minimum,1
a minimum of,1
minimum of emotional,1
of emotional involvement,1
"emotional involvement ,",1
"involvement , blaney",1
", blaney set",1
blaney set to,1
set to work,1
work . fortunately,1
". fortunately ,",1
"fortunately , the",1
hand was still,1
was still covered,1
still covered with,1
covered with skin,1
with skin .,1
skin . a,1
. a lot,1
a lot of,1
lot of bodies,1
of bodies he,1
bodies he received,1
he received simply,1
received simply weren,1
simply weren t,1
weren t .,1
t . and,1
and so it,1
so it was,1
it was quite,1
was quite simple,1
quite simple to,1
simple to determine,1
the race of,1
race of the,1
to whom the,1
whom the hand,1
hand had belonged,1
had belonged .,1
belonged . blaney,1
. blaney determined,1
blaney determined that,1
determined that race,1
that race rather,1
race rather quickly,1
"rather quickly ,",1
"quickly , and",1
and then jotted,1
then jotted the,1
jotted the information,1
information on a,1
on a slip,1
a slip of,1
slip of paper,1
of paper .,1
paper . race,1
. race white,1
. sex was,1
sex was another,1
was another thing,1
another thing again,1
thing again .,1
it was simple,1
was simple to,1
simple to identify,1
to identify the,1
identify the sex,1
sex of an,1
of an individual,1
an individual if,1
individual if the,1
if the examiner,1
the examiner was,1
examiner was presented,1
was presented with,1
presented with remains,1
with remains of,1
remains of the,1
of the breasts,1
the breasts or,1
breasts or sexual,1
or sexual organs,1
"sexual organs ,",1
"organs , but",1
", but all",1
but all blaney,1
all blaney had,1
blaney had was,1
had was a,1
was a hand,1
hand . period,1
. period .,1
period . just,1
just a hand,1
. in general,1
"in general ,",1
"general , blaney",1
", blaney knew",1
"blaney knew ,",1
"knew , the",1
", the female",1
the female of,1
female of the,1
of the species,1
the species usually,1
species usually had,1
usually had less,1
had less body,1
less body hair,1
body hair than,1
hair than the,1
than the male,1
"the male ,",1
"male , more",1
", more delicate",1
more delicate extremities,1
"delicate extremities ,",1
"extremities , more",1
", more subcutaneous",1
more subcutaneous fat,1
subcutaneous fat and,1
fat and less,1
and less musculature,1
less musculature .,1
musculature . her,1
. her bones,1
"her bones ,",1
"bones , too",1
"too , were",1
", were smaller",1
were smaller and,1
smaller and lighter,1
"and lighter ,",1
"lighter , with",1
", with thinner",1
with thinner shafts,1
thinner shafts and,1
shafts and wider,1
and wider medullary,1
wider medullary spaces,1
medullary spaces .,1
the hand on,1
hand on the,1
on the autopsy,1
the autopsy table,1
autopsy table was,1
table was a,1
was a huge,1
a huge one,1
huge one .,1
. it measured,1
it measured twenty,1
measured twenty five,1
twenty five centimeters,1
five centimeters from,1
from the tip,1
the tip of,1
tip of the,1
of the middle,1
the middle finger,1
middle finger to,1
finger to the,1
to the base,1
the base of,1
base of the,1
of the severed,1
the severed wrist,1
"severed wrist ,",1
"wrist , and",1
and that came,1
that came to,1
came to something,1
to something more,1
something more than,1
more than nine,1
than nine and,1
nine and a,1
half inches when,1
inches when translated,1
when translated into,1
translated into laymen,1
into laymen s,1
laymen s english,1
s english .,1
english . blaney,1
. blaney could,1
blaney could not,1
could not conceive,1
not conceive of,1
conceive of such,1
of such a,1
such a hand,1
a hand having,1
hand having belonged,1
having belonged to,1
to a woman,1
"woman , unless",1
", unless she",1
unless she were,1
she were a,1
were a masseuse,1
a masseuse or,1
masseuse or a,1
or a female,1
a female wrestler,1
female wrestler .,1
wrestler . and,1
. and even,1
and even granting,1
even granting such,1
granting such exotic,1
such exotic occupations,1
"exotic occupations ,",1
"occupations , the",1
", the likelihood",1
the likelihood was,1
likelihood was remote,1
was remote .,1
remote . he,1
"he had ,",1
"had , nonetheless",1
"nonetheless , made",1
", made errors",1
made errors in,1
errors in determining,1
in determining the,1
determining the sex,1
sex of a,1
of a victim,1
a victim from,1
victim from sex,1
from sex unrelated,1
sex unrelated parts,1
unrelated parts in,1
parts in the,1
"the past ,",1
"past , and",1
did not wish,1
not wish to,1
wish to make,1
to make such,1
make such an,1
such an error,1
an error now,1
error now .,1
hand was covered,1
covered with thick,1
"with thick ,",1
"thick , black",1
", black ,",1
"black , curling",1
", curling hair",1
"curling hair ,",1
"hair , another",1
", another fact",1
another fact that,1
fact that seemed,1
that seemed to,1
seemed to point,1
to point toward,1
point toward a,1
toward a male,1
a male identification,1
male identification but,1
identification but blaney,1
but blaney carried,1
blaney carried the,1
carried the examination,1
the examination to,1
examination to its,1
to its conclusion,1
"its conclusion ,",1
"conclusion , measuring",1
", measuring the",1
measuring the bone,1
the bone shafts,1
"bone shafts ,",1
"shafts , studying",1
", studying the",1
studying the medullary,1
the medullary spaces,1
"medullary spaces ,",1
"spaces , and",1
", and jotting",1
and jotting down,1
jotting down his,1
down his estimate,1
his estimate at,1
estimate at last,1
last . sex,1
male . well,1
we re getting,1
re getting someplace,1
"getting someplace ,",1
"someplace , he",1
thought . we,1
. we now,1
we now know,1
now know that,1
know that this,1
that this gruesome,1
this gruesome and,1
gruesome and severed,1
and severed member,1
severed member of,1
member of a,1
human body once,1
body once belonged,1
once belonged to,1
to a white,1
white male .,1
male . wiping,1
. wiping his,1
wiping his forehead,1
his forehead with,1
forehead with a,1
with a towel,1
"a towel ,",1
"towel , he",1
", he got",1
he got back,1
again . a,1
. a microscopic,1
a microscopic examination,1
microscopic examination of,1
the hand s,1
hand s skin,1
s skin told,1
skin told blaney,1
told blaney that,1
blaney that there,1
that there had,1
there had been,1
had been no,1
been no loss,1
no loss of,1
loss of elasticity,1
of elasticity due,1
elasticity due to,1
due to the,1
to the decrease,1
the decrease of,1
decrease of elastic,1
of elastic fibers,1
elastic fibers in,1
fibers in the,1
in the dermis,1
the dermis .,1
dermis . since,1
. since he,1
he was making,1
was making his,1
making his microscopic,1
his microscopic examination,1
microscopic examination in,1
examination in an,1
in an effort,1
an effort to,1
effort to determine,1
determine the victim,1
victim s age,1
"s age ,",1
"age , he",1
", he automatically",1
he automatically chalked,1
automatically chalked off,1
chalked off the,1
off the possibility,1
the possibility of,1
possibility of the,1
of the man,1
man s having,1
s having been,1
having been a,1
been a very,1
a very old,1
very old one,1
old one .,1
"knew , further",1
", further ,",1
"further , that",1
", that he",1
he was not,1
was not likely,1
not likely to,1
likely to get,1
to get anything,1
get anything more,1
anything more from,1
more from a,1
from a closer,1
a closer examination,1
closer examination of,1
of the skin,1
the skin .,1
skin . the,1
. the changes,1
the changes in,1
changes in skin,1
in skin throughout,1
skin throughout the,1
throughout the growth,1
the growth and,1
growth and decline,1
and decline of,1
decline of a,1
human being very,1
being very seldom,1
very seldom provide,1
seldom provide accurate,1
provide accurate criteria,1
accurate criteria of,1
criteria of age,1
of age .,1
age . and,1
so he turned,1
to the bones,1
the bones .,1
bones . the,1
had been severed,1
been severed slightly,1
the wrist so,1
wrist so that,1
so that portions,1
that portions of,1
portions of the,1
of the radius,1
"and ulna ,",1
"ulna , the",1
", the twin",1
the twin bones,1
twin bones that,1
bones that run,1
that run from,1
run from the,1
from the wrist,1
the wrist to,1
wrist to the,1
to the elbow,1
"the elbow ,",1
"elbow , were",1
", were still",1
were still attached,1
still attached to,1
to the hand,1
the hand .,1
hand . moreover,1
". moreover ,",1
"moreover , blaney",1
", blaney had",1
blaney had all,1
had all the,1
all the various,1
the various bones,1
various bones of,1
bones of the,1
the hand itself,1
hand itself to,1
itself to examine,1
to examine the,1
examine the carpus,1
"the carpus ,",1
"carpus , the",1
", the metacarpal",1
"the metacarpal ,",1
"metacarpal , the",1
", the phalanx",1
the phalanx .,1
phalanx . he,1
. he mused,1
"he mused ,",1
"mused , as",1
", as he",1
as he worked,1
"he worked ,",1
"worked , that",1
", that the",1
that the average,1
average layman would,1
layman would just,1
would just about,1
just about now,1
about now begin,1
now begin to,1
begin to consider,1
to consider all,1
consider all of,1
all of his,1
of his devious,1
his devious machinations,1
devious machinations as,1
machinations as scientific,1
as scientific mumbo,1
scientific mumbo jumbo,1
"mumbo jumbo ,",1
"jumbo , the",1
", the aimless",1
the aimless meanderings,1
aimless meanderings of,1
meanderings of a,1
of a pseudo,1
a pseudo wizard,1
pseudo wizard .,1
wizard . well,1
"thought , the",1
", the hell",1
the hell with,1
hell with the,1
with the average,1
average layman .,1
layman . i,1
i know damn,1
know damn well,1
damn well that,1
well that the,1
that the ossification,1
the ossification centers,1
ossification centers of,1
centers of bones,1
of bones go,1
bones go through,1
go through a,1
through a sequence,1
a sequence of,1
sequence of growth,1
of growth and,1
"and fusion ,",1
"fusion , andthat",1
", andthat this",1
andthat this growth,1
this growth and,1
and fusion takes,1
fusion takes place,1
takes place at,1
place at certain,1
at certain age,1
certain age levels,1
age levels .,1
levels . i,1
i know further,1
know further that,1
further that by,1
that by studying,1
by studying these,1
studying these bones,1
"these bones ,",1
"bones , i",1
i can come,1
can come pretty,1
come pretty close,1
pretty close to,1
close to estimating,1
to estimating the,1
estimating the age,1
the age of,1
age of this,1
of this dead,1
this dead white,1
dead white male,1
"white male ,",1
and that is,1
that is just,1
is just what,1
i am going,1
am going to,1
going to do,1
"do , average",1
", average layman",1
average layman be,1
layman be damned,1
damned . the,1
. the entire,1
the entire examination,1
entire examination that,1
examination that blaney,1
that blaney conducted,1
blaney conducted on,1
conducted on the,1
on the bones,1
the bones took,1
bones took close,1
took close to,1
close to three,1
to three hours,1
three hours .,1
hours . his,1
. his notes,1
his notes included,1
notes included such,1
included such esoteric,1
such esoteric terms,1
esoteric terms as,1
terms as proximal,1
as proximal epiphysial,1
proximal epiphysial muscle,1
epiphysial muscle and,1
muscle and os,1
and os magnum,1
os magnum and,1
magnum and multangulum,1
and multangulum majus,1
multangulum majus and,1
majus and the,1
and the like,1
the like .,1
like . his,1
. his final,1
his final note,1
final note simply,1
note simply read,1
simply read age,1
read age .,1
age . when,1
. when it,1
when it came,1
it came to,1
came to the,1
to the probable,1
the probable height,1
probable height and,1
height and weight,1
and weight of,1
"victim , blaney",1
", blaney threw",1
blaney threw up,1
threw up his,1
up his hands,1
his hands in,1
