N-gram,Count
i bring,2
to rush,2
her alone,2
we were,2
it that,2
t mean,2
"way ,",2
moment .,2
but not,2
sunday .,2
surprised .,2
my sunday,2
on monday,2
you gone,2
okay .,2
big man,2
m a,2
well .,2
was skinny,2
to her,2
five feet,2
feet seven,2
seven and,2
inches tall,2
his left,2
with calm,2
sat .,2
was indeed,2
"not ,",2
her face,2
her body,2
is about,2
is this,2
she asked,2
heard anything,2
is he,2
find out,2
she nodded,2
t heard,2
really .,2
"left ,",2
was nothing,2
. only,2
him since,2
since .,2
you been,2
been married,2
six months,2
before ?,2
is karl,2
s my,2
months ago,2
ago ?,2
to this,2
it here,2
born and,2
and raised,2
raised here,2
said flatly,2
flatly .,2
what makes,2
makes horse,2
horse races,2
"races ,",2
the place,2
like some,2
you all,2
take but,2
but a,2
you excuse,2
excuse me,2
kling rose,2
from where,2
where he,2
the one,2
very nice,2
kitchen table,2
table when,2
woke up,2
and flowers,2
were having,2
having breakfast,2
from karl,2
while you,2
t he,2
he leave,2
the florist,2
them delivered,2
cheerful frame,2
detective fredericks,2
that your,2
a slight,2
the right,2
"eye ,",2
the left,2
left eye,2
he tense,2
flowers ?,2
i put,2
vase .,2
table ?,2
the breakfast,2
breakfast table,2
turned her,2
her head,2
at each,2
the living,2
three cups,2
rolls .,2
"kitchen ,",2
out for,2
the butter,2
the cream,2
the sugar,2
the three,2
the rolls,2
"cold ,",2
", put",2
think you,2
? did,2
him as,2
gone for,2
it sounds,2
think your,2
a quarrel,2
who s,2
quarrel sometimes,2
sometimes ?,2
going back,2
been uptown,2
uptown ?,2
where ?,2
avenue ?,2
? where,2
the big,2
uptown .,2
grover park,2
know where,2
raincoat .,2
what color,2
color is,2
blue .,2
wear slacks,2
slacks ?,2
i never,2
where i,2
we could,2
we d,2
she stared,2
carella and,2
said at,2
you come,2
the bedroom,2
"bedroom ,",2
passed the,2
the closet,2
open the,2
raincoat was,2
what this,2
make it,2
"routine ,",2
husband s,2
s habits,2
with karl,2
karl s,2
you own,2
own a,2
"cleaver ,",2
not answer,2
answer .,2
did someone,2
dead or,2
or alive,2
happened ?,2
. isn,2
may i,2
did your,2
on valentine,2
a pound,2
you first,2
was only,2
"candy ,",2
to hold,2
hold a,2
me flowers,2
flowers .,2
. big,2
"roses ,",2
i must,2
must have,2
not two,2
else .,2
table .,2
you report,2
but then,2
thought he,2
come back,2
seen him,2
"bert ,",2
you very,2
meg was,2
claire was,2
"meg ,",2
s hand,2
. bert,2
entered the,2
wearing black,2
her waist,2
"florists ,",2
we checked,2
go ahead,2
ahead .,2
steaks .,2
you feel,2
? later,2
into this,2
when we,2
him i,2
dame who,2
come here,2
his lap,2
lap .,2
kissed her,2
m not,2
chair in,2
i ?,2
tonight ?,2
could get,2
right now,2
movie .,2
bed .,2
they stood,2
get me,2
her arms,2
doll .,2
"other ,",2
this moment,2
you really,2
bag for,2
then took,2
took off,2
man in,2
years of,2
"blood ,",2
"done ,",2
to clear,2
examined the,2
reached the,2
"test ,",2
the o,2
now he,2
"fingerprints ,",2
he found,2
surface of,2
of orange,2
chalk dust,2
a specimen,2
grossman s,2
been left,2
was simply,2
"with ,",2
the slides,2
a corner,2
s stain,2
slide .,2
using a,2
the human,2
inch in,2
in diameter,2
diameter .,2
the mammalian,2
"group ,",2
a precipitin,2
a chemical,2
the precipitin,2
reaction is,2
rabbit s,2
serum .,2
the proteins,2
identified as,2
woman s,2
designed to,2
the iceman,2
iceman s,2
s cart,2
cart on,2
on colby,2
colby avenue,2
avenue .,2
caught pneumonia,2
they had,2
down to,2
a cigarette,2
"safe ,",2
s got,2
safe cracking,2
the floor,2
s voice,2
"says ,",2
smiles politely,2
politely .,2
he says,2
says .,2
a hobby,2
man at,2
this lousy,2
martha livingston,2
her son,2
"son ,",2
"richard ,",2
second floor,2
the cat,2
was going,2
belt .,2
thin man,2
the fire,2
fire escape,2
socks .,2
slip .,2
your friend,2
see if,2
man asked,2
permit for,2
"name ,",2
"cronin ,",2
leonard cronin,2
cronin .,2
"nothing ,",2
worry about,2
your raincoat,2
come along,2
with us,2
her left,2
your eye,2
you talking,2
why d,2
son ?,2
is dead,2
to report,2
report him,2
relief checks,2
checks .,2
nice lady,2
", take",2
search warrant,2
the little,2
little man,2
warrant .,2
know my,2
my rights,2
can talk,2
kid you,2
to kid,2
serious ?,2
say there,2
involved here,2
big juicy,2
juicy crime,2
mean like,2
like because,2
martha s,2
about .,2
", hey",2
"hey ,",2
kicks .,2
so serious,2
son .,2
you never,2
never met,2
her last,2
last night,2
never .,2
fly ?,2
black ?,2
bought them,2
a crap,2
crap game,2
bought the,2
can check,2
a record,2
nothing serious,2
serious .,2
hanging around,2
around with,2
i raised,2
"gang ,",2
to raise,2
raise a,2
he die,2
? three,2
so easy,2
all stink,2
not here,2
ed mcbain,1
mcbain give,1
boys a,1
great big,1
big hand,1
hand this,1
for phyllis,1
phyllis and,1
and rick,1
rick it,1
raining for,1
for three,1
three days,1
days now,1
an ugly,1
ugly march,1
march rain,1
that washed,1
washed the,1
the brilliance,1
brilliance of,1
of near,1
near spring,1
spring with,1
a monochromatic,1
"monochromatic ,",1
", unrelenting",1
unrelenting gray,1
gray .,1
television forecasters,1
forecasters had,1
had correctly,1
correctly predicted,1
predicted rain,1
rain for,1
for today,1
today and,1
and estimated,1
estimated that,1
would rain,1
rain tomorrow,1
tomorrow also,1
also .,1
. beyond,1
beyond that,1
not venture,1
venture an,1
an opinion,1
opinion .,1
it seemed,1
to patrolman,1
patrolman richard,1
genero that,1
raining forever,1
would continue,1
continue to,1
to rain,1
rain forever,1
that eventually,1
eventually he,1
be washed,1
washed away,1
away into,1
the gutters,1
gutters and,1
then carried,1
carried into,1
the sewers,1
sewers of,1
and dumped,1
dumped unceremoniously,1
unceremoniously with,1
other garbage,1
garbage into,1
into either,1
river harb,1
harb or,1
river dix,1
dix .,1
. north,1
north or,1
or south,1
"south ,",1
damn bit,1
bit of,1
of difference,1
difference both,1
both rivers,1
rivers were,1
were polluted,1
polluted both,1
both stank,1
stank of,1
of human,1
human waste,1
waste .,1
man up,1
his ankles,1
ankles in,1
in water,1
water in,1
a rapidly,1
rapidly sinking,1
sinking rowboat,1
"rowboat ,",1
genero stood,1
corner and,1
and surveyed,1
surveyed the,1
the near,1
near empty,1
empty streets,1
streets .,1
rubber rain,1
rain cape,1
cape was,1
black and,1
and as,1
as shining,1
shining as,1
the asphalt,1
asphalt that,1
that stretched,1
stretched before,1
before him,1
still early,1
early afternoon,1
"afternoon ,",1
hardly a,1
a soul,1
soul in,1
in sight,1
"sight ,",1
and genero,1
felt lonely,1
lonely and,1
and deserted,1
deserted .,1
"felt ,",1
only human,1
being in,1
city who,1
who didn,1
know enough,1
in out,1
to drown,1
drown here,1
goddamn streets,1
"streets ,",1
he belched,1
belched sourly,1
", consoling",1
consoling himself,1
himself with,1
be relieved,1
relieved on,1
on post,1
post at,1
take him,1
him about,1
about five,1
get back,1
house and,1
and no,1
no more,1
than ten,1
ten minutes,1
change into,1
his street,1
street clothes,1
. figure,1
figure a,1
hour on,1
the subway,1
subway to,1
be home,1
home at,1
he wouldn,1
to pick,1
pick up,1
up gilda,1
gilda until,1
"until ,",1
that gave,1
him time,1
time for,1
little nap,1
nap before,1
before dinner,1
dinner .,1
. thinking,1
the nap,1
"nap ,",1
genero yawned,1
"yawned ,",1
", tilting",1
tilting his,1
a drop,1
drop of,1
of cold,1
cold water,1
water ran,1
ran down,1
oh hell,1
hell !,1
! out,1
out loud,1
"loud ,",1
then hurriedly,1
hurriedly glanced,1
glanced around,1
around him,1
make sure,1
sure he,1
he hadn,1
hadn t,1
t been,1
been overheard,1
overheard by,1
by any,1
any conscientious,1
conscientious citizen,1
citizen of,1
. satisfied,1
satisfied that,1
the image,1
image of,1
the pure,1
pure american,1
american law,1
law enforcer,1
enforcer had,1
been destroyed,1
"destroyed ,",1
genero began,1
began walking,1
walking up,1
"street ,",1
rubber encased,1
encased shoes,1
shoes sloshing,1
sloshing water,1
water every,1
every inch,1
inch of,1
go away,1
"away ,",1
. oddly,1
"oddly ,",1
rain persisted,1
rain isn,1
than snow,1
"snow ,",1
the thought,1
thought made,1
him shudder,1
shudder a,1
", partially",1
very thought,1
snow was,1
a chilling,1
chilling one,1
and partially,1
could never,1
never think,1
snow or,1
or winter,1
winter without,1
without forming,1
forming an,1
an immediate,1
immediate association,1
association with,1
boy he,1
basement so,1
so long,1
long ago,1
now cut,1
cut that,1
that out,1
s bad,1
bad enough,1
enough it,1
s raining,1
to start,1
start thinking,1
of creepy,1
creepy cadavers,1
cadavers .,1
face had,1
been blue,1
really blue,1
been leaning,1
forward on,1
the cot,1
"cot ,",1
had taken,1
taken genero,1
genero several,1
several moments,1
moments to,1
to realize,1
realize that,1
a rope,1
rope was,1
was around,1
around the,1
s neck,1
neck and,1
not even,1
even think,1
it makes,1
", listen",1
he reminded,1
reminded himself,1
think cops,1
cops do,1
? turn,1
turn off,1
off fire,1
fire hydrants,1
hydrants all,1
time ?,1
? break,1
up stickball,1
stickball games,1
games ?,1
", every",1
then a,1
has got,1
a stiff,1
stiff .,1
this makes,1
get paid,1
paid for,1
has every,1
then got,1
come up,1
little violence,1
violence .,1
and besides,1
"besides ,",1
kid was,1
time ago,1
all water,1
water under,1
the .,1
. water,1
", ain",1
it never,1
never going,1
to stop,1
stop raining,1
raining ?,1
m getting,1
getting out,1
this rain,1
going over,1
to max,1
s tailor,1
shop and,1
and maybe,1
maybe i,1
can get,1
get him,1
take out,1
out some,1
that sweet,1
sweet passover,1
passover wine,1
ll drink,1
drink a,1
a toast,1
toast to,1
to bermuda,1
in bermuda,1
walked down,1
street and,1
and opened,1
door to,1
the tailor,1
a bell,1
bell tinkled,1
tinkled .,1
shop smelled,1
smelled of,1
of steam,1
steam and,1
and clean,1
clean garments,1
garments .,1
felt better,1
better the,1
he stepped,1
stepped inside,1
inside .,1
a round,1
round faced,1
faced man,1
a fringe,1
fringe of,1
of white,1
white hair,1
hair that,1
that clung,1
clung to,1
his balding,1
balding pate,1
pate like,1
a halo,1
halo .,1
his sewing,1
machine and,1
grinning a,1
a bit,1
bit sheepishly,1
sheepishly .,1
you kick,1
kick me,1
me out,1
your shop,1
shop on,1
a miserable,1
miserable day,1
on any,1
any day,1
", miserable",1
miserable or,1
or otherwise,1
t kick,1
kick you,1
you out,1
out mine,1
mine shop,1
so don,1
make wisecracks,1
wisecracks .,1
i warn,1
warn you,1
"already ,",1
even before,1
before you,1
you begin,1
"begin ,",1
so who,1
moved closer,1
the radiator,1
radiator and,1
and pulled,1
pulled off,1
what are,1
you doing,1
"doing ,",1
does it,1
it look,1
m doing,1
doing ?,1
m making,1
making a,1
a plan,1
plan for,1
the white,1
white house,1
to blow,1
blow it,1
it up,1
i be,1
be doing,1
doing on,1
a sewing,1
machine ?,1
that thing,1
thing you,1
re working,1
a salvation,1
army uniform,1
still a,1
a fewtailors,1
fewtailors left,1
t by,1
by all,1
of us,1
a matter,1
matter of,1
of cleaning,1
pressing .,1
. cleaning,1
pressing is,1
for machines,1
machines .,1
. tailoring,1
tailoring is,1
for men,1
mandel is,1
a pressing,1
damn good,1
good tailor,1
he watched,1
watched for,1
for max,1
s reaction,1
reaction .,1
i still,1
still ain,1
why ain,1
street stopping,1
stopping crime,1
crime already,1
already ?,1
", nobody",1
nobody s,1
s interested,1
interested in,1
in crime,1
"crime ,",1
only crime,1
crime going,1
on today,1
is prostitution,1
genero watched,1
watched max,1
"face ,",1
", saw",1
the quick,1
quick gleam,1
gleam of,1
of appreciation,1
appreciation in,1
eyes and,1
and grinned,1
was getting,1
getting closer,1
to that,1
that wine,1
wine all,1
was beginning,1
beginning to,1
to enjoy,1
enjoy his,1
"jokes ,",1
good sign,1
now all,1
all he,1
do was,1
work up,1
little sympathy,1
sympathy .,1
rain like,1
like today,1
today s,1
"s ,",1
it seeps,1
seeps right,1
the worst,1
worst part,1
part is,1
man can,1
even stop,1
stop off,1
off in,1
bar or,1
something to,1
a shot,1
shot .,1
to warm,1
warm him,1
t allowed,1
"allowed ,",1
genero paused,1
re sure,1
sure doing,1
a fine,1
fine job,1
that uniform,1
shop went,1
rain spattered,1
spattered against,1
sidewalk in,1
in continuous,1
continuous drumming,1
drumming monotony,1
monotony .,1
"marrow ,",1
right already,1
. chills,1
it chills,1
wine is,1
back near,1
"machine ,",1
said without,1
without looking,1
looking up,1
t drink,1
drink too,1
"much ,",1
get drunk,1
drunk already,1
already and,1
be arrested,1
arrested for,1
for corrupting,1
corrupting an,1
an officer,1
officer .,1
mean you,1
have wine,1
asked innocently,1
innocently .,1
listen to,1
to mr,1
. baby,1
baby blue,1
s asking,1
asking if,1
got wine,1
go in,1
. drink,1
"drink ,",1
", choke",1
"choke ,",1
leave some,1
some in,1
bottle .,1
s awfully,1
awfully nice,1
", beaming",1
beaming .,1
had no,1
no idea,1
idea you,1
go before,1
before i,1
i change,1
change my,1
my mind,1
genero went,1
back room,1
room and,1
found the,1
bottle of,1
wine on,1
table near,1
he uncapped,1
uncapped it,1
", rinsed",1
rinsed a,1
a glass,1
glass at,1
the sink,1
sink near,1
small grime,1
grime smeared,1
smeared window,1
poured it,1
it full,1
full to,1
the brim,1
brim .,1
he tilted,1
tilted the,1
glass to,1
", drank",1
drank until,1
until it,1
was empty,1
"empty ,",1
then licked,1
licked his,1
his lips,1
want some,1
the salvation,1
army doesn,1
should drink,1
drink when,1
m sewing,1
sewing their,1
their uniforms,1
uniforms .,1
said teasingly,1
teasingly .,1
so have,1
have another,1
another glass,1
glass and,1
stop bothering,1
bothering me,1
re making,1
making my,1
my stitches,1
stitches go,1
go allfermisht,1
allfermisht .,1
genero drank,1
drank another,1
another glassful,1
"glassful ,",1
", recapped",1
recapped the,1
and came,1
came out,1
out into,1
shop again,1
", rubbing",1
rubbing his,1
hands briskly,1
briskly .,1
now i,1
for anything,1
grinning .,1
there to,1
be ready,1
you already,1
already said,1
but prostitution,1
for that,1
. close,1
close up,1
ll go,1
go find,1
find two,1
two delicious,1
delicious broads,1
broads .,1
? stop,1
giving an,1
an old,1
man ideas,1
ideas .,1
my wife,1
wife should,1
should only,1
only find,1
find me,1
a delicious,1
delicious broad,1
broad .,1
a knife,1
knife she,1
ll stick,1
stick in,1
my back,1
go walk,1
walk your,1
your beat,1
beat .,1
go arrest,1
arrest the,1
other drunkards,1
drunkards and,1
and vagrants,1
vagrants .,1
. leave,1
me in,1
in peace,1
peace .,1
m running,1
running here,1
here a,1
bar and,1
and grill,1
grill instead,1
every drunkard,1
drunkard copon,1
copon the,1
the beat,1
"beat ,",1
he stops,1
stops in,1
for wine,1
the government,1
government should,1
should allow,1
allow me,1
me to,1
to deduct,1
deduct the,1
wine as,1
as part,1
my overhead,1
overhead .,1
wine bottle,1
put poison,1
poison instead,1
then maybe,1
maybe thefercockteh,1
thefercockteh cops,1
cops of,1
th will,1
will leave,1
me alone,1
. ahhh,1
"ahhh ,",1
know you,1
love us,1
like cockroaches,1
. better,1
than cockroaches,1
like water,1
water rats,1
genero pulled,1
pulled on,1
", back",1
"bridge ,",1
what bridge,1
bridge ?,1
a joke,1
"joke ,",1
? water,1
a ship,1
? already,1
already the,1
television world,1
world lost,1
lost a,1
great comic,1
comic when,1
you decided,1
decided to,1
. back,1
bridge .,1
he shook,1
head again,1
do me,1
a favor,1
"favor ,",1
this ship,1
? jump,1
jump !,1
! genero,1
genero grinned,1
grinned and,1
and closed,1
still pouring,1
pouring outside,1
felt a,1
lot better,1
better now,1
the sweet,1
sweet wine,1
wine fumed,1
fumed in,1
his stomach,1
"stomach ,",1
a warm,1
warm lassitude,1
lassitude seeping,1
seeping through,1
through his,1
his limbs,1
limbs .,1
he sloshed,1
sloshed through,1
puddles in,1
an almost,1
almost carefree,1
carefree manner,1
"manner ,",1
", squinting",1
squinting through,1
the driving,1
driving rain,1
", whistling",1
whistling tunelessly,1
tunelessly .,1
tell was,1
standing at,1
woman or,1
see clearly,1
clearly in,1
rain was,1
was dressed,1
dressed entirely,1
entirely in,1
"slacks ,",1
black shoes,1
"shoes ,",1
which effectively,1
effectively hid,1
hid the,1
and hair,1
hair .,1
spreading a,1
huge canopy,1
the doors,1
doors snapped,1
snapped open,1
open .,1
person man,1
woman boarded,1
boarded the,1
bus and,1
rain streaked,1
streaked doors,1
doors closed,1
closed again,1
", hiding",1
hiding the,1
black shrouded,1
shrouded figure,1
figure from,1
from view,1
view .,1
pulled away,1
spreading another,1
another canopy,1
water that,1
that soaked,1
soaked genero,1
genero s,1
s trouser,1
trouser legs,1
legs .,1
you stupid,1
stupid .,1
he shouted,1
began brushing,1
brushing water,1
water from,1
his trousers,1
bag resting,1
resting on,1
sidewalk alongside,1
. hey,1
! hey,1
you forgot,1
forgot your,1
your bag,1
bag !,1
! his,1
his words,1
words were,1
were drowned,1
drowned in,1
the gunning,1
gunning roar,1
roar of,1
bus s,1
s engine,1
engine and,1
the steady,1
steady drumming,1
drumming of,1
. damnit,1
he muttered,1
"muttered ,",1
sign and,1
and picked,1
", obviously",1
obviously issued,1
issued by,1
white circle,1
circle on,1
the side,1
", stenciled",1
stenciled there,1
in red,1
red letters,1
"letters ,",1
the words,1
words circle,1
. beneath,1
beneath that,1
in white,1
white script,1
script lettering,1
"lettering ,",1
the slogan,1
slogan we,1
genero studied,1
not very,1
very heavy,1
heavy .,1
small leather,1
leather fob,1
fob was,1
was attached,1
the carrying,1
carrying straps,1
"straps ,",1
and an,1
an identification,1
tag showed,1
showed behind,1
behind a,1
a celluloid,1
celluloid panel,1
panel .,1
but whoever,1
whoever owned,1
had neglected,1
neglected to,1
to fill,1
fill in,1
the name,1
and address,1
address spaces,1
the identification,1
tag was,1
was blank,1
blank .,1
. sourly,1
genero unzipped,1
unzipped the,1
reached into,1
he drew,1
drew back,1
in terror,1
terror and,1
and revulsion,1
revulsion .,1
an instant,1
instant thought,1
thought rushed,1
rushed across,1
across his,1
his mind,1
mind god,1
"god ,",1
not again,1
he gripped,1
gripped the,1
sign for,1
for support,1
support because,1
suddenly dizzy,1
dizzy .,1
detective squadroom,1
squadroom of,1
th precinct,1
"precinct ,",1
boys were,1
were swapping,1
swapping reminiscences,1
reminiscences about,1
about their,1
their patrolman,1
patrolman days,1
days .,1
may quarrel,1
quarrel with,1
the use,1
use of,1
to describe,1
describe a,1
a group,1
group of,1
of men,1
who ranged,1
ranged in,1
in age,1
age from,1
from twenty,1
twenty eight,1
eight to,1
to forty,1
forty two,1
who shaved,1
shaved daily,1
"daily ,",1
who went,1
bed with,1
with various,1
various and,1
and assorted,1
assorted mature,1
mature and,1
and immature,1
immature women,1
"women ,",1
who swore,1
swore like,1
like pirates,1
"pirates ,",1
and who,1
the dirtiest,1
dirtiest humans,1
humans since,1
since neanderthal,1
neanderthal .,1
"boys ,",1
", connotes",1
connotes a,1
a simplicity,1
"simplicity ,",1
an innocence,1
innocence that,1
that would,1
be entirely,1
entirely accurate,1
accurate .,1
", however",1
"however ,",1
a spirit,1
spirit of,1
of boyish,1
boyish innocence,1
innocence in,1
squadroom on,1
that dreary,1
"dreary ,",1
", rainy",1
rainy march,1
march day,1
to believe,1
that these,1
these men,1
stood in,1
a fraternal,1
fraternal knot,1
knot around,1
around andy,1
"grinning ,",1
", listening",1
listening in,1
in attentiveness,1
"attentiveness ,",1
were men,1
dealt daily,1
daily with,1
with crime,1
crime and,1
and criminals,1
criminals .,1
in effect,1
"effect ,",1
school locker,1
locker room,1
the chatter,1
chatter could,1
been that,1
that of,1
school football,1
football team,1
team on,1
the season,1
season s,1
s last,1
last game,1
game .,1
the men,1
men stood,1
stood drinking,1
coffee from,1
from cardboard,1
cardboard containers,1
"containers ,",1
", completely",1
completely at,1
at ease,1
ease in,1
the grubby,1
grubby shopworn,1
shopworn comfort,1
comfort of,1
"parker ,",1
a belligerent,1
belligerent fullback,1
fullback remembering,1
remembering a,1
a difficult,1
difficult time,1
the game,1
game against,1
against central,1
central high,1
"high ,",1
", kept",1
kept his,1
his team,1
team huddled,1
huddled about,1
", leaned",1
his swivel,1
and shook,1
head dolefully,1
dolefully .,1
a pipperoo,1
pipperoo one,1
one time,1
", believe",1
believe me,1
stopped her,1
her coming,1
coming off,1
river highway,1
right near,1
near pier,1
pier seventeen,1
"seventeen ,",1
the spot,1
spot ?,1
boys nodded,1
she crashed,1
crashed the,1
the light,1
light at,1
the ramp,1
"ramp ,",1
turn under,1
the highway,1
i blew,1
blew the,1
the whistle,1
"whistle ,",1
she jammed,1
jammed on,1
the brakes,1
"brakes ,",1
i strolled,1
strolled over,1
be the,1
the mayor,1
daughter to,1
be driving,1
driving like,1
was she,1
she ?,1
? steve,1
the desk,1
a lean,1
lean muscular,1
muscular man,1
with eyes,1
eyes that,1
that slanted,1
slanted peculiarly,1
peculiarly downward,1
downward to,1
to present,1
present an,1
an oriental,1
oriental appearance,1
"appearance ,",1
he held,1
held his,1
coffee container,1
container in,1
in big,1
big hands,1
hands and,1
studied parker,1
parker intently,1
intently .,1
particularly care,1
care for,1
or his,1
his methods,1
methods of,1
of police,1
police investigation,1
admit he,1
told a,1
a story,1
story with,1
with gusto,1
gusto .,1
. mayor,1
"daughter ,",1
my eye,1
what she,1
me tell,1
tell the,1
the story,1
"story ,",1
? parker,1
parker scratched,1
scratched his,1
his heavy,1
heavy beard,1
had shaved,1
shaved that,1
but five,1
five o,1
clock shadow,1
shadow came,1
came at,1
an earlier,1
earlier hour,1
hour for,1
he always,1
always looked,1
looked somewhat,1
somewhat unkempt,1
"unkempt ,",1
big shaggy,1
shaggy man,1
with dark,1
dark hair,1
dark eyes,1
dark beard,1
were it,1
it not,1
not for,1
the shield,1
shield parker,1
parker carried,1
carried pinned,1
pinned to,1
his wallet,1
"wallet ,",1
could easily,1
easily have,1
have passed,1
passed for,1
for many,1
many of,1
the thieves,1
thieves who,1
who found,1
so much,1
much the,1
the hollywood,1
hollywood stereotype,1
stereotype of,1
the gangster,1
gangster that,1
d often,1
often been,1
been stopped,1
by overzealous,1
overzealous patrolmen,1
patrolmen seeking,1
seeking suspicious,1
suspicious characters,1
characters .,1
on those,1
those occasions,1
"occasions ,",1
he immediately,1
immediately identified,1
identified himself,1
a detective,1
then proceeded,1
proceeded to,1
the ambitious,1
ambitious rookie,1
"rookie ,",1
which pastime,1
pastime though,1
though he,1
he never,1
never admitted,1
admitted it,1
to himself,1
himself gave,1
great deal,1
deal of,1
of pleasure,1
pleasure .,1
was possible,1
possible that,1
that andy,1
parker purposely,1
purposely roamed,1
roamed around,1
around in,1
other precincts,1
precincts hoping,1
hoping to,1
be stopped,1
an unsuspecting,1
unsuspecting patrolman,1
patrolman upon,1
upon whom,1
whom he,1
could then,1
then pull,1
pull his,1
his rank,1
rank .,1
sitting in,1
costume on,1
costume and,1
these long,1
long black,1
black net,1
net stockings,1
stockings .,1
the costume,1
costume was,1
was these,1
little black,1
black panties,1
panties covered,1
with sequins,1
"sequins ,",1
this tiny,1
bra that,1
that tried,1
to cover,1
cover the,1
biggest set,1
of bubs,1
bubs i,1
ever seenon,1
seenon any,1
any woman,1
woman in,1
my entire,1
entire life,1
life i,1
i swear,1
swear to,1
to god,1
god .,1
did a,1
double take,1
"take ,",1
i leaned,1
leaned into,1
just passed,1
passed a,1
a stop,1
stop light,1
"light ,",1
you made,1
turn over,1
double white,1
white line,1
line .,1
for all,1
good case,1
case against,1
against you,1
for indecent,1
exposure .,1
did she,1
she say,1
? cotton,1
cotton hawes,1
he alone,1
alone of,1
detectives surrounding,1
surrounding parker,1
desk was,1
not drinking,1
hawes was,1
a tea,1
tea drinker,1
"drinker ,",1
a habit,1
habit he,1
d picked,1
up as,1
father had,1
a protestant,1
protestant minister,1
"minister ,",1
and having,1
having members,1
members of,1
the congregation,1
congregation in,1
for tea,1
tea had,1
a daily,1
daily routine,1
boy hawes,1
"hawes ,",1
for reasons,1
reasons best,1
best known,1
known to,1
been included,1
included in,1
the daily,1
daily congregational,1
congregational tea,1
tea drinking,1
drinking visits,1
visits .,1
the tea,1
"tea ,",1
", hefty",1
"hefty ,",1
", hot",1
"hot ,",1
and hearty,1
"hearty ,",1
not stunted,1
stunted his,1
his growth,1
growth at,1
man hawes,1
hawes stood,1
stood six,1
inches in,1
his stocking,1
stocking feet,1
"feet ,",1
a redheaded,1
redheaded giant,1
giant who,1
who weighed,1
weighed in,1
at pounds,1
she looked,1
with these,1
these big,1
big blue,1
eyes set,1
set in,1
face made,1
made for,1
"doll ,",1
she batted,1
batted her,1
her eyelashes,1
eyelashes at,1
me the,1
goddamn ticket,1
", give",1
! wow,1
wow !,1
! hawes,1
i asked,1
asked her,1
her what,1
the hurry,1
hurry was,1
said she,1
on stage,1
stage in,1
in five,1
minutes flat,1
of stage,1
stage ?,1
? one,1
the burly,1
burly houses,1
houses ?,1
a dancer,1
dancer in,1
a musical,1
musical comedy,1
comedy .,1
big hit,1
"hit ,",1
about eight,1
eight thirty,1
"thirty ,",1
was breaking,1
breaking her,1
her neck,1
neck to,1
the curtain,1
curtain .,1
i pulled,1
pulled out,1
out my,1
my fountain,1
fountain pen,1
pen and,1
my pad,1
"pad ,",1
or would,1
prefer two,1
two tickets,1
tickets to,1
biggest hit,1
hit in,1
in town,1
town ?,1
she started,1
started digging,1
digging into,1
her purse,1
"purse ,",1
those bubs,1
bubs about,1
to spill,1
spill out,1
that tiny,1
bra and,1
stop traffic,1
traffic away,1
away the,1
hell up,1
the aquarium,1
aquarium .,1
so how,1
how was,1
the show,1
show ?,1
the tickets,1
tickets .,1
why not,1
not ?,1
because this,1
way i,1
a private,1
private show,1
show of,1
my own,1
own .,1
it took,1
took me,1
me twenty,1
twenty minutes,1
to write,1
write that,1
that ticket,1
all that,1
that time,1
time she,1
was squirming,1
squirming and,1
and wiggling,1
wiggling on,1
those gorgeous,1
gorgeous pineapples,1
pineapples ready,1
to pop,1
pop .,1
what an,1
an experience,1
experience !,1
not only,1
only mean,1
re also,1
also horny,1
horny .,1
"am ,",1
parker admitted,1
admitted proudly,1
proudly .,1
i caught,1
caught a,1
guy once,1
once on,1
on freeman,1
freeman lewis,1
lewis boulevard,1
"boulevard ,",1
was doing,1
doing eighty,1
eighty miles,1
miles an,1
an hour,1
hour .,1
the siren,1
siren before,1
d stop,1
squad car,1
was walking,1
walking over,1
his car,1
car when,1
door popped,1
popped open,1
"open ,",1
he leaped,1
out and,1
started running,1
running toward,1
toward me,1
a hood,1
hood ?,1
i figured,1
figured i,1
d stumbled,1
stumbled on,1
was running,1
running from,1
law .,1
i expected,1
expected him,1
pull a,1
gun any,1
any minute,1
. whatdid,1
whatdid he,1
he do,1
he came,1
came up,1
me hopping,1
hopping up,1
and down,1
", first",1
first one,1
was speeding,1
"speeding ,",1
d just,1
just had,1
had an,1
an acute,1
acute attack,1
attack of,1
of diarrhea,1
"diarrhea ,",1
a gas,1
gas station,1
station with,1
a men,1
men s,1
s room,1
room in,1
parker burst,1
burst out,1
out laughing,1
laughing .,1
", brother",1
"brother ,",1
that takes,1
takes it,1
go ?,1
just wrote,1
wrote the,1
the ticket,1
ticket in,1
ll tell,1
you one,1
i let,1
let go,1
patrolman with,1
guy was,1
was clipping,1
clipping along,1
along like,1
a madman,1
"madman ,",1
stopped him,1
just looked,1
ticket ?,1
i looked,1
looked right,1
at him,1
him and,1
", damn",1
damn right,1
ticket .,1
he stared,1
just nodding,1
you give,1
ll kill,1
kill myself,1
myself .,1
hell did,1
he mean,1
? but,1
t say,1
say another,1
another word,1
staring and,1
and nodding,1
", over",1
over and,1
and over,1
over again,1
this ticket,1
ticket was,1
last straw,1
"straw ,",1
had the,1
feeling that,1
this had,1
had just,1
just been,1
been one,1
those days,1
days where,1
where everything,1
everything in,1
world had,1
had gone,1
gone wrong,1
wrong for,1
